id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m,default_90_12,mes_default,ead_realizado,lgd_realizado,perda_financeira
C005268,2023-09-01,62200.0,9361.1,52838.9,0.8495,60,0.01665,1399.32,0.2325,Correspondente bancário,2019,3,44,Autônomo,6018.33,11.0,Financiada,859.0,0,1,Não,0,0,,,,0.0
C005269,2022-08-01,52300.0,17102.1,35197.9,0.673,24,0.01422,1741.35,0.379,Concessionária,2012,10,33,Empresário,4594.43,6.0,Alugada,516.0,2,0,Não,0,0,,,,0.0
C005270,2022-04-01,28800.0,14978.88,13821.12,0.4799,60,0.01783,376.99,0.0504,Revenda multimarca,2021,1,55,Autônomo,7473.59,59.0,Própria,570.0,0,1,Não,0,0,,,,0.0
C005271,2023-04-01,22000.0,5645.2,16354.8,0.7434,24,0.0141,807.99,0.4447,Concessionária,2021,1,38,CLT,1816.94,24.0,Financiada,550.0,2,1,Não,0,0,,,,0.0
C005272,2024-04-01,33900.0,4145.97,29754.03,0.8777,24,0.01584,1499.98,0.3397,Correspondente bancário,2021,1,42,CLT,4415.08,146.0,Financiada,553.0,0,1,Não,0,0,,,,0.0
C005273,2022-01-01,79600.0,21229.32,58370.68,0.7333,36,0.01689,2177.24,0.1366,Correspondente bancário,2020,2,56,Empresário,15940.13,10.0,Própria,601.0,1,4,Não,1,0,,,,0.0
C005274,2023-06-01,29200.0,4435.48,24764.52,0.8481,48,0.01384,709.57,0.2737,Concessionária,2019,3,34,CLT,2592.51,32.0,Própria,829.0,0,2,Não,1,0,,,,0.0
C005275,2023-06-01,27600.0,8622.24,18977.76,0.6876,60,0.01786,518.03,0.1664,Revenda multimarca,2013,9,37,CLT,3112.93,28.0,Própria,518.0,2,4,Não,0,0,,,,0.0
C005276,2024-02-01,48300.0,23879.52,24420.48,0.5056,24,0.014,1205.06,0.1474,Concessionária,2016,6,57,CLT,8176.42,65.0,Financiada,725.0,0,0,Não,1,0,,,,0.0
C005277,2024-10-01,36200.0,8955.88,27244.12,0.7526,48,0.0154,807.15,0.0969,Concessionária,2020,2,46,Autônomo,8326.25,1.0,Financiada,537.0,1,1,Sim,0,0,,,,0.0
C005278,2024-09-01,40300.0,6810.7,33489.3,0.831,60,0.01717,898.55,0.1875,Correspondente bancário,2017,5,47,Autônomo,4791.31,20.0,Familiar,763.0,1,1,Não,0,0,,,,0.0
C005279,2024-11-01,32400.0,5151.6,27248.4,0.841,60,0.01691,726.35,0.151,Concessionária,2016,6,36,CLT,4811.61,12.0,Financiada,642.0,0,1,Não,0,0,,,,0.0
C005280,2023-09-01,56400.0,3632.16,52767.84,0.9356,24,0.01605,2666.62,0.3411,Revenda multimarca,2017,5,31,CLT,7818.66,41.0,Familiar,729.0,1,3,Não,2,0,,,,0.0
C005281,2023-10-01,26900.0,6988.62,19911.38,0.7402,24,0.0157,1002.16,0.271,Digital,2018,4,27,Autônomo,3698.09,,Alugada,847.0,0,2,Não,1,0,,,,0.0
C005282,2024-12-01,34600.0,9310.86,25289.14,0.7309,60,0.01567,653.29,0.1201,Revenda multimarca,2015,7,46,Empresário,5441.36,29.0,Própria,757.0,0,0,Não,0,0,,,,0.0
C005283,2024-04-01,55400.0,19063.14,36336.86,0.6559,60,0.01469,915.38,0.1383,Concessionária,2021,1,37,CLT,6618.28,48.0,Própria,707.0,0,0,Não,2,0,,,,0.0
C005284,2024-03-01,22000.0,4864.2,17135.8,0.7789,60,0.01437,428.12,0.256,Concessionária,2017,5,37,CLT,,35.0,Financiada,472.0,1,3,Não,2,0,,,,0.0
C005285,2022-07-01,39000.0,10951.2,28048.8,0.7192,60,0.01544,720.34,0.3176,Concessionária,2017,5,32,Autônomo,2267.89,14.0,Alugada,696.0,0,0,Não,4,0,,,,0.0
C005286,2023-11-01,22000.0,7697.8,14302.2,0.6501,48,0.01418,412.81,0.1548,Concessionária,2015,7,27,CLT,2666.41,26.0,Alugada,,0,2,Não,0,0,,,,0.0
C005287,2024-05-01,22000.0,4048.0,17952.0,0.816,48,0.01615,540.37,0.255,Revenda multimarca,2021,1,33,CLT,2119.42,35.0,Própria,491.0,0,5,Não,0,0,,,,0.0
C005288,2023-07-01,22000.0,3139.4,18860.6,0.8573,24,0.01442,935.27,0.3111,Concessionária,2018,4,62,Aposentado,3006.35,61.0,Alugada,479.0,0,2,Não,0,0,,,,0.0
C005289,2022-02-01,62200.0,9964.44,52235.56,0.8398,48,0.01472,1525.26,0.2516,Concessionária,2010,12,55,Autônomo,,9.0,Alugada,608.0,0,3,Não,0,0,,,,0.0
C005290,2024-02-01,30600.0,1640.16,28959.84,0.9464,60,0.01643,762.69,0.1364,Digital,2018,4,31,CLT,5590.05,0.0,Financiada,476.0,0,3,Sim,0,0,,,,0.0
C005291,2022-02-01,37600.0,17299.76,20300.24,0.5399,24,0.01383,999.75,0.3468,Concessionária,2021,1,33,CLT,2882.7,29.0,Própria,552.0,0,0,Sim,0,0,,,,0.0
C005292,2022-12-01,22000.0,4873.0,17127.0,0.7785,60,0.01575,443.34,0.1111,Digital,2020,2,39,Servidor público,3991.55,96.0,Familiar,504.0,2,4,Não,0,0,,,,0.0
C005293,2023-05-01,22500.0,6142.5,16357.5,0.727,36,0.01398,581.37,0.125,Concessionária,2020,2,31,Servidor público,4652.69,156.0,Familiar,608.0,0,2,Não,2,0,,,,0.0
C005294,2022-10-01,36100.0,11728.89,24371.11,0.6751,60,0.01704,651.78,0.0991,Revenda multimarca,2013,9,51,CLT,6575.21,7.0,Familiar,,0,1,Não,1,0,,,,0.0
C005295,2024-11-01,25900.0,2895.62,23004.38,0.8882,60,0.01436,574.59,0.0922,Concessionária,2020,2,56,Aposentado,6230.35,38.0,Alugada,461.0,1,2,Não,3,0,,,,0.0
C005296,2024-10-01,29000.0,4982.2,24017.8,0.8282,48,0.01615,722.96,0.1101,Digital,2016,6,48,CLT,6568.69,69.0,Própria,917.0,0,0,Não,0,0,,,,0.0
C005297,2024-09-01,24600.0,5852.34,18747.66,0.7621,36,0.01403,666.88,0.1769,Digital,2016,6,27,CLT,3769.47,20.0,Familiar,609.0,2,1,Não,2,0,,,,0.0
C005298,2022-07-01,48600.0,7236.54,41363.46,0.8511,60,0.01566,1068.26,0.1529,Concessionária,2017,5,37,Autônomo,6988.82,51.0,Financiada,478.0,1,3,Não,0,0,,,,0.0
C005299,2024-01-01,64800.0,3486.24,61313.76,0.9462,48,0.01755,1900.6,0.245,Revenda multimarca,2020,2,50,CLT,7757.42,7.0,Alugada,757.0,1,2,Não,0,0,,,,0.0
C005300,2024-04-01,22000.0,4265.8,17734.2,0.8061,60,0.01743,478.93,0.2617,Revenda multimarca,2013,9,29,Autônomo,1830.31,29.0,Alugada,529.0,2,1,Não,0,0,,,,0.0
C005301,2022-12-01,33100.0,7315.1,25784.9,0.779,24,0.01495,1286.54,0.1215,Digital,2021,1,32,Empresário,10590.46,14.0,Própria,846.0,0,0,Não,1,0,,,,0.0
C005302,2024-06-01,50400.0,7665.84,42734.16,0.8479,36,0.01624,1577.03,0.3178,Concessionária,2019,3,25,CLT,4961.89,84.0,Familiar,,0,3,Não,0,0,,,,0.0
C005303,2022-02-01,82700.0,27828.55,54871.45,0.6635,48,0.01606,1648.55,0.1955,Concessionária,2020,2,25,Autônomo,8434.03,84.0,Própria,710.0,0,1,Não,7,1,11.0,53322.24,0.88,46923.57
C005304,2022-01-01,25300.0,2289.65,23010.35,0.9095,36,0.01792,872.88,0.4453,Revenda multimarca,2021,1,35,CLT,1960.23,17.0,Familiar,507.0,0,1,Não,0,0,,,,0.0
C005305,2024-05-01,22000.0,3000.8,18999.2,0.8636,36,0.01406,676.16,0.1932,Concessionária,2021,1,56,CLT,3499.9,46.0,Própria,573.0,1,0,Sim,0,0,,,,0.0
C005306,2023-09-01,87400.0,4518.58,82881.42,0.9483,36,0.01511,3001.85,0.285,Concessionária,2020,2,44,Servidor público,,18.0,Familiar,870.0,1,1,Não,0,0,,,,0.0
C005307,2022-12-01,84700.0,19430.18,65269.82,0.7706,48,0.01718,2007.67,0.4046,Concessionária,2019,3,28,Autônomo,4962.15,47.0,Própria,561.0,0,0,Sim,4,1,4.0,70406.49,0.4574,32205.33
C005308,2023-12-01,33200.0,1918.96,31281.04,0.9422,36,0.01438,1119.24,0.2902,Concessionária,2011,11,35,CLT,3857.37,28.0,Alugada,605.0,0,0,Não,0,0,,,,0.0
C005309,2022-10-01,73000.0,18980.0,54020.0,0.74,48,0.01517,1592.6,0.1967,Digital,2021,1,38,Servidor público,8097.66,70.0,Financiada,523.0,1,1,Não,0,0,,,,0.0
C005310,2024-04-01,75300.0,30293.19,45006.81,0.5977,36,0.01483,1622.5,0.2951,Digital,2018,4,23,Servidor público,5499.01,60.0,Alugada,523.0,1,0,Não,0,0,,,,0.0
C005311,2022-03-01,24000.0,6700.8,17299.2,0.7208,48,0.01582,517.1,0.3005,Revenda multimarca,2017,5,42,CLT,1720.63,15.0,Financiada,477.0,1,1,Sim,1,0,,,,0.0
C005312,2022-03-01,79300.0,58317.22,20982.78,0.2646,60,0.01652,553.86,0.0248,Digital,2017,5,48,CLT,22373.12,115.0,Própria,780.0,0,0,Não,3,0,,,,0.0
C005313,2022-12-01,80800.0,17929.52,62870.48,0.7781,60,0.01758,1704.25,0.226,Revenda multimarca,2018,4,59,Aposentado,7542.49,168.0,Financiada,730.0,0,0,Sim,0,0,,,,0.0
C005314,2022-06-01,24600.0,13436.52,11163.48,0.4538,48,0.01707,342.59,0.1376,Correspondente bancário,2020,2,39,Autônomo,2488.88,46.0,Alugada,544.0,0,1,Não,0,0,,,,0.0
C005315,2022-08-01,22000.0,6272.2,15727.8,0.7149,60,0.01698,419.99,0.0733,Correspondente bancário,2021,1,40,Autônomo,5732.89,17.0,Própria,621.0,1,1,Sim,0,0,,,,0.0
C005316,2023-12-01,38100.0,9486.9,28613.1,0.751,24,0.01341,1402.24,0.1097,Digital,2022,0,30,Empresário,,70.0,Alugada,550.0,2,3,Não,0,0,,,,0.0
C005317,2022-03-01,37500.0,10485.0,27015.0,0.7204,60,0.018,739.99,0.2166,Revenda multimarca,2014,8,33,Autônomo,3417.03,24.0,Própria,880.0,0,3,Não,0,0,,,,0.0
C005318,2022-05-01,22300.0,4417.63,17882.37,0.8019,60,0.0167,474.17,0.0841,Concessionária,2017,5,32,Empresário,5639.58,55.0,Própria,639.0,1,0,Sim,1,0,,,,0.0
C005319,2024-07-01,59500.0,16523.15,42976.85,0.7223,24,0.01479,2140.35,0.2896,Concessionária,2019,3,33,CLT,7390.88,6.0,Financiada,902.0,0,0,Sim,1,0,,,,0.0
C005320,2022-06-01,56600.0,26409.56,30190.44,0.5334,36,0.01646,1118.17,0.1191,Revenda multimarca,2020,2,39,CLT,9389.08,67.0,Própria,643.0,0,0,Não,0,0,,,,0.0
C005321,2023-09-01,22000.0,4554.0,17446.0,0.793,60,0.01576,451.71,0.2713,Digital,2010,12,46,Servidor público,1664.91,61.0,Própria,503.0,2,3,Não,1,0,,,,0.0
C005322,2024-05-01,66200.0,20045.36,46154.64,0.6972,24,0.01497,2303.43,0.4045,Concessionária,2020,2,40,Autônomo,5694.46,23.0,Própria,630.0,1,3,Não,1,0,,,,0.0
C005323,2022-10-01,68900.0,24135.67,44764.33,0.6497,36,0.01667,1663.69,0.3921,Revenda multimarca,2021,1,48,Autônomo,4242.6,11.0,Própria,761.0,2,0,Não,0,0,,,,0.0
C005324,2023-07-01,22000.0,3559.6,18440.4,0.8382,60,0.01631,484.18,0.3026,Concessionária,2018,4,37,CLT,1600.0,86.0,Financiada,545.0,2,1,Não,0,0,,,,0.0
C005325,2023-12-01,44100.0,4864.23,39235.77,0.8897,48,0.01554,1165.88,0.3394,Concessionária,2010,12,35,CLT,3435.32,43.0,Alugada,863.0,0,1,Não,2,0,,,,0.0
C005326,2024-05-01,62500.0,8556.25,53943.75,0.8631,24,0.01527,2701.55,0.4289,Digital,2020,2,33,Servidor público,6299.1,32.0,Própria,605.0,1,0,Não,0,0,,,,0.0
C005327,2023-10-01,45200.0,4520.0,40680.0,0.9,36,0.018,1545.18,0.396,Correspondente bancário,2021,1,36,CLT,3901.49,17.0,Própria,682.0,0,0,Não,1,0,,,,0.0
C005328,2022-11-01,73000.0,3949.3,69050.7,0.9459,36,0.01458,2478.92,0.1286,Concessionária,2020,2,22,CLT,19275.61,22.0,Familiar,608.0,0,1,Não,2,0,,,,0.0
C005329,2024-10-01,37200.0,11249.28,25950.72,0.6976,36,0.01458,931.63,0.3167,Concessionária,2021,1,30,CLT,2941.75,58.0,Financiada,,0,3,Não,0,0,,,,0.0
C005330,2024-03-01,88900.0,24163.02,64736.98,0.7282,36,0.01492,2337.28,0.4087,Concessionária,2017,5,48,Servidor público,5718.79,150.0,Alugada,483.0,0,0,Não,1,0,,,,0.0
C005331,2023-12-01,30700.0,4258.09,26441.91,0.8613,48,0.01449,768.3,0.1953,Digital,2020,2,37,CLT,3933.44,18.0,Financiada,561.0,0,1,Não,0,0,,,,0.0
C005332,2022-02-01,23400.0,1284.66,22115.34,0.9451,48,0.01852,699.46,0.1294,Correspondente bancário,2020,2,29,CLT,5406.72,32.0,Familiar,476.0,0,0,Sim,0,0,,,,0.0
C005333,2022-11-01,128800.0,58926.0,69874.0,0.5425,24,0.01499,3487.99,0.1731,Correspondente bancário,2019,3,56,CLT,20151.09,23.0,Própria,539.0,1,1,Não,0,0,,,,0.0
C005334,2024-09-01,30700.0,7143.89,23556.11,0.7673,36,0.01601,866.0,0.1434,Concessionária,2017,5,27,Empresário,6037.58,81.0,Alugada,582.0,1,1,Não,0,0,,,,0.0
C005335,2023-02-01,67300.0,13446.54,53853.46,0.8002,36,0.01711,2016.02,0.327,Correspondente bancário,2019,3,62,Autônomo,6164.43,41.0,Financiada,657.0,1,2,Não,0,0,,,,0.0
C005336,2022-11-01,103200.0,43612.32,59587.68,0.5774,60,0.01543,1529.91,0.2934,Concessionária,2010,12,59,Autônomo,5215.04,8.0,Financiada,663.0,1,1,Não,0,0,,,,0.0
C005337,2024-05-01,35400.0,15264.48,20135.52,0.5688,24,0.01414,995.24,0.1995,Concessionária,2015,7,63,Autônomo,4988.77,21.0,Própria,578.0,1,4,Sim,0,0,,,,0.0
C005338,2024-08-01,110700.0,7073.73,103626.27,0.9361,36,0.01504,3748.83,0.3522,Concessionária,2018,4,44,CLT,10643.41,10.0,Própria,759.0,0,0,Não,0,0,,,,0.0
C005339,2022-02-01,32500.0,10006.75,22493.25,0.6921,48,0.0156,669.23,0.2779,Revenda multimarca,2021,1,35,Autônomo,2408.23,15.0,Alugada,502.0,1,1,Sim,1,0,,,,0.0
C005340,2022-08-01,76900.0,15910.61,60989.39,0.7931,48,0.01482,1784.69,0.3009,Concessionária,2011,11,33,Autônomo,5931.11,6.0,Alugada,580.0,0,4,Não,6,0,,,,0.0
C005341,2022-01-01,41900.0,29480.84,12419.16,0.2964,48,0.01604,372.96,0.0495,Digital,2020,2,25,CLT,,52.0,Financiada,653.0,1,3,Não,0,0,,,,0.0
C005342,2023-01-01,106900.0,35533.56,71366.44,0.6676,48,0.01409,2055.89,0.1776,Concessionária,2020,2,41,Servidor público,11578.4,71.0,Própria,722.0,1,1,Sim,0,0,,,,0.0
C005343,2022-11-01,82200.0,7956.96,74243.04,0.9032,60,0.01649,1958.24,0.2757,Concessionária,2019,3,47,Empresário,7102.27,,Própria,744.0,0,1,Não,1,0,,,,0.0
C005344,2024-10-01,60300.0,4522.5,55777.5,0.925,60,0.01726,1499.95,0.2481,Correspondente bancário,2021,1,37,CLT,6045.19,96.0,Alugada,658.0,1,1,Não,0,0,,,,0.0
C005345,2022-10-01,28300.0,3022.44,25277.56,0.8932,48,0.01581,755.43,0.1707,Concessionária,2020,2,28,CLT,4425.9,120.0,Própria,721.0,0,1,Não,12,1,6.0,26459.51,0.88,23284.37
C005346,2024-03-01,49700.0,11669.56,38030.44,0.7652,36,0.01534,1382.69,0.0828,Concessionária,2016,6,40,Servidor público,16698.39,128.0,Alugada,752.0,0,1,Não,4,0,,,,0.0
C005347,2022-02-01,42300.0,19369.17,22930.83,0.5421,24,0.01549,1151.33,0.0712,Correspondente bancário,2020,2,37,Empresário,16170.38,71.0,Familiar,758.0,1,0,Não,0,0,,,,0.0
C005348,2024-07-01,42100.0,10449.22,31650.78,0.7518,48,0.01591,947.9,0.1268,Digital,2014,8,43,Autônomo,7477.93,15.0,Própria,661.0,0,1,Não,0,0,,,,0.0
C005349,2023-06-01,62300.0,21524.65,40775.35,0.6545,24,0.01803,2108.03,0.2709,Revenda multimarca,2012,10,30,Autônomo,7782.38,102.0,Familiar,669.0,0,0,Não,1,0,,,,0.0
C005350,2023-03-01,91600.0,49564.76,42035.24,0.4589,36,0.01889,1619.91,0.1697,Revenda multimarca,2017,5,27,CLT,9546.13,83.0,Familiar,577.0,0,5,Sim,0,0,,,,0.0
C005351,2023-01-01,24200.0,1870.66,22329.34,0.9227,24,0.01311,1090.46,0.3059,Concessionária,2011,11,32,Autônomo,,97.0,Financiada,,0,1,Sim,0,0,,,,0.0
C005352,2024-03-01,78900.0,16821.48,62078.52,0.7868,36,0.01427,2217.1,0.2314,Concessionária,2018,4,38,CLT,9582.09,,Financiada,993.0,0,0,Não,0,0,,,,0.0
C005353,2024-07-01,22000.0,4593.6,17406.4,0.7912,60,0.01479,439.63,0.1369,Concessionária,2017,5,25,CLT,3210.94,45.0,Alugada,635.0,1,5,Não,0,0,,,,0.0
C005354,2023-02-01,36400.0,23896.6,12503.4,0.3435,60,0.01701,334.14,0.1549,Revenda multimarca,2021,1,28,CLT,2156.53,83.0,Alugada,628.0,0,2,Não,0,0,,,,0.0
C005355,2024-03-01,36000.0,5968.8,30031.2,0.8342,60,0.01625,787.31,0.3226,Revenda multimarca,2017,5,47,CLT,2440.26,130.0,Familiar,508.0,2,1,Não,1,0,,,,0.0
C005356,2024-01-01,22000.0,2068.0,19932.0,0.906,48,0.01392,572.09,0.3576,Concessionária,2021,1,27,Autônomo,1600.0,15.0,Própria,478.0,1,1,Sim,0,0,,,,0.0
C005357,2024-11-01,40200.0,10395.72,29804.28,0.7414,24,0.01529,1492.97,0.1472,Correspondente bancário,2020,2,46,CLT,10145.59,122.0,Alugada,579.0,2,2,Não,2,0,,,,0.0
C005358,2023-03-01,27800.0,4414.64,23385.36,0.8412,48,0.01602,701.99,0.2831,Digital,2021,1,47,CLT,2479.91,47.0,Própria,499.0,1,3,Não,0,0,,,,0.0
C005359,2022-11-01,76700.0,6833.97,69866.03,0.9109,48,0.01658,2122.18,0.2395,Concessionária,2019,3,32,CLT,8859.15,,Alugada,798.0,0,0,Não,0,0,,,,0.0
C005360,2024-04-01,52800.0,4530.24,48269.76,0.9142,60,0.01429,1203.47,0.3381,Digital,2020,2,38,CLT,3559.31,79.0,Alugada,490.0,0,2,Sim,0,0,,,,0.0
C005361,2022-09-01,50700.0,7584.72,43115.28,0.8504,36,0.01583,1580.35,0.3898,Revenda multimarca,2019,3,27,Servidor público,4053.98,32.0,Própria,554.0,1,1,Sim,0,0,,,,0.0
C005362,2023-05-01,46000.0,21679.8,24320.2,0.5287,24,0.01727,1246.41,0.4137,Revenda multimarca,2018,4,38,CLT,3013.18,45.0,Familiar,523.0,2,1,Sim,0,0,,,,0.0
C005363,2022-04-01,52800.0,7170.24,45629.76,0.8642,24,0.01528,2285.44,0.3269,Correspondente bancário,2014,8,52,Empresário,6990.27,34.0,Alugada,636.0,1,0,Não,0,0,,,,0.0
C005364,2022-09-01,50200.0,19889.24,30310.76,0.6038,48,0.01483,887.15,0.3268,Concessionária,2016,6,53,Autônomo,2714.77,47.0,Própria,776.0,1,2,Não,0,0,,,,0.0
C005365,2024-04-01,29900.0,4502.94,25397.06,0.8494,60,0.0165,670.04,0.1825,Digital,2020,2,75,CLT,3670.86,27.0,Própria,828.0,0,0,Não,0,0,,,,0.0
C005366,2023-08-01,50400.0,14958.72,35441.28,0.7032,48,0.01457,1031.56,0.1132,Concessionária,2020,2,29,Servidor público,9112.12,132.0,Familiar,646.0,0,1,Não,0,0,,,,0.0
C005367,2022-09-01,63500.0,7251.7,56248.3,0.8858,60,0.01585,1459.73,0.1607,Digital,2022,0,43,Autônomo,9083.14,11.0,Alugada,726.0,1,1,Não,0,0,,,,0.0
C005368,2023-10-01,22000.0,2338.6,19661.4,0.8937,60,0.0179,537.23,0.1277,Revenda multimarca,2017,5,59,Autônomo,4205.64,30.0,Própria,593.0,0,5,Não,4,1,5.0,20899.19,0.8796,18383.76
C005369,2024-08-01,25200.0,7086.24,18113.76,0.7188,60,0.01521,462.46,0.095,Concessionária,2021,1,34,CLT,4865.64,24.0,Alugada,541.0,1,0,Não,0,0,,,,0.0
C005370,2022-05-01,30100.0,8864.45,21235.55,0.7055,48,0.01722,653.74,0.1346,Revenda multimarca,2016,6,56,CLT,4857.04,33.0,Alugada,625.0,1,1,Não,3,0,,,,0.0
C005371,2023-03-01,22100.0,8950.5,13149.5,0.595,48,0.01708,403.63,0.1499,Correspondente bancário,2021,1,42,CLT,2692.19,32.0,Própria,629.0,1,1,Não,2,0,,,,0.0
C005372,2023-03-01,66700.0,26359.84,40340.16,0.6048,48,0.01783,1257.77,0.3713,Correspondente bancário,2020,2,26,Autônomo,3387.65,46.0,Alugada,686.0,0,0,Não,2,0,,,,0.0
C005373,2023-05-01,78500.0,15386.0,63114.0,0.804,48,0.01774,1964.16,0.0799,Revenda multimarca,2021,1,26,CLT,,89.0,Alugada,783.0,0,1,Não,0,0,,,,0.0
C005374,2024-02-01,22000.0,1980.0,20020.0,0.91,48,0.01804,626.93,0.2543,Correspondente bancário,2015,7,32,Empresário,2465.02,43.0,Própria,607.0,0,1,Sim,0,0,,,,0.0
C005375,2024-04-01,42200.0,9575.18,32624.82,0.7731,60,0.01661,863.12,0.1164,Concessionária,2021,1,23,CLT,7412.98,,Financiada,875.0,0,2,Não,6,1,6.0,34234.42,0.88,30126.29
C005376,2023-03-01,52300.0,13849.04,38450.96,0.7352,36,0.01528,1396.58,0.1463,Digital,2011,11,58,CLT,9545.3,33.0,Financiada,544.0,1,2,Não,0,0,,,,0.0
C005377,2024-07-01,22000.0,3559.6,18440.4,0.8382,48,0.01752,571.26,0.2987,Correspondente bancário,2020,2,27,Autônomo,,107.0,Alugada,,0,1,Não,0,0,,,,0.0
C005378,2024-05-01,31100.0,8347.24,22752.76,0.7316,48,0.01467,663.66,0.209,Concessionária,2021,1,33,CLT,3175.06,,Própria,886.0,0,0,Não,2,0,,,,0.0
C005379,2022-09-01,35600.0,3634.76,31965.24,0.8979,36,0.01624,1179.62,0.3408,Correspondente bancário,2019,3,32,CLT,3460.94,,Alugada,676.0,0,0,Não,1,0,,,,0.0
C005380,2023-08-01,22000.0,2534.4,19465.6,0.8848,36,0.01391,691.02,0.2452,Concessionária,2018,4,31,CLT,2818.75,117.0,Financiada,781.0,1,1,Não,1,0,,,,0.0
C005381,2024-04-01,76700.0,30695.34,46004.66,0.5998,36,0.01396,1634.52,0.071,Concessionária,2022,0,57,CLT,23026.51,52.0,Própria,694.0,0,0,Não,4,0,,,,0.0
C005382,2023-10-01,50700.0,5140.98,45559.02,0.8986,36,0.01788,1727.12,0.2681,Correspondente bancário,2020,2,27,CLT,6440.91,9.0,Própria,520.0,1,6,Sim,0,0,,,,0.0
C005383,2024-06-01,22000.0,5480.2,16519.8,0.7509,24,0.01386,813.86,0.2683,Concessionária,2019,3,31,CLT,3033.51,53.0,Alugada,632.0,0,3,Sim,1,0,,,,0.0
C005384,2024-09-01,41600.0,26736.32,14863.68,0.3573,36,0.01344,523.5,0.0257,Concessionária,2018,4,54,Servidor público,,22.0,Financiada,697.0,0,2,Sim,2,0,,,,0.0
C005385,2022-10-01,37000.0,4599.1,32400.9,0.8757,48,0.01794,1012.54,0.0735,Revenda multimarca,2017,5,44,CLT,13766.72,28.0,Alugada,866.0,0,1,Não,0,0,,,,0.0
C005386,2023-07-01,54600.0,3396.12,51203.88,0.9378,60,0.01714,1372.82,0.0609,Revenda multimarca,2022,0,49,CLT,22553.87,20.0,Própria,614.0,2,1,Não,0,0,,,,0.0
C005387,2022-01-01,64400.0,16756.88,47643.12,0.7398,36,0.01588,1747.76,0.3563,Revenda multimarca,2016,6,28,CLT,4905.92,62.0,Alugada,739.0,0,2,Não,3,0,,,,0.0
C005388,2024-06-01,62500.0,11425.0,51075.0,0.8172,48,0.01573,1523.81,0.2529,Digital,2010,12,38,CLT,6025.96,77.0,Alugada,759.0,0,2,Não,0,0,,,,0.0
C005389,2022-11-01,22000.0,3154.8,18845.2,0.8566,48,0.01529,557.01,0.1138,Concessionária,2018,4,62,Autônomo,,39.0,Alugada,673.0,0,3,Não,0,0,,,,0.0
C005390,2023-06-01,23800.0,2808.4,20991.6,0.882,48,0.0184,662.28,0.1381,Revenda multimarca,2018,4,34,Autônomo,4794.03,18.0,Familiar,601.0,0,1,Sim,2,0,,,,0.0
C005391,2023-07-01,27300.0,4692.87,22607.13,0.8281,24,0.01655,1149.06,0.3897,Correspondente bancário,2019,3,60,CLT,2948.94,45.0,Alugada,546.0,1,1,Não,2,0,,,,0.0
C005392,2024-09-01,67300.0,31805.98,35494.02,0.5274,48,0.0151,1044.86,0.1728,Digital,2013,9,53,CLT,6046.37,15.0,Alugada,627.0,0,0,Não,5,1,5.0,37603.12,0.7058,26540.66
C005393,2023-12-01,71100.0,22375.17,48724.83,0.6853,24,0.01577,2454.35,0.371,Correspondente bancário,2019,3,48,CLT,6615.46,47.0,Própria,615.0,1,0,Não,4,0,,,,0.0
C005394,2022-10-01,30400.0,15476.64,14923.36,0.4909,48,0.01534,441.56,0.145,Concessionária,2020,2,33,CLT,3045.83,20.0,Própria,652.0,2,0,Não,0,0,,,,0.0
C005395,2022-07-01,22000.0,4584.8,17415.2,0.7916,48,0.01719,535.8,0.328,Revenda multimarca,2017,5,31,CLT,1633.53,33.0,Alugada,491.0,1,1,Não,0,0,,,,0.0
C005396,2022-10-01,34300.0,4181.17,30118.83,0.8781,48,0.01779,938.3,0.1584,Revenda multimarca,2020,2,33,CLT,5924.33,78.0,Própria,519.0,2,1,Não,10,1,4.0,32531.24,0.5675,18462.81
C005397,2024-05-01,22000.0,9101.4,12898.6,0.5863,48,0.01572,384.74,0.1204,Digital,2019,3,25,CLT,3194.21,,Alugada,602.0,0,1,Não,0,0,,,,0.0
C005398,2024-10-01,80700.0,24193.86,56506.14,0.7002,36,0.01515,2047.94,0.4423,Concessionária,2021,1,48,Servidor público,4630.39,,Financiada,698.0,0,2,Não,0,0,,,,0.0
C005399,2024-03-01,24100.0,11372.79,12727.21,0.5281,60,0.01737,343.2,0.1206,Revenda multimarca,2017,5,26,Servidor público,2846.68,78.0,Familiar,474.0,1,5,Não,0,0,,,,0.0
C005400,2023-09-01,47600.0,20429.92,27170.08,0.5708,36,0.01448,973.78,0.0838,Concessionária,2015,7,68,CLT,11618.96,24.0,Familiar,826.0,0,1,Não,0,0,,,,0.0
C005401,2022-05-01,48900.0,16156.56,32743.44,0.6696,24,0.01689,1670.79,0.1722,Revenda multimarca,2019,3,26,CLT,9703.72,22.0,Própria,516.0,1,1,Não,0,0,,,,0.0
C005402,2024-10-01,63900.0,28346.04,35553.96,0.5564,60,0.01728,956.58,0.1994,Revenda multimarca,2013,9,30,Autônomo,,,Própria,869.0,0,0,Não,0,0,,,,0.0
