id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
T001526,2025-06-01,92700.0,29441.52,63258.48,0.6824,48,0.01626,1908.57,0.2513,Concessionária,2022,3,67,CLT,7594.77,97.0,Própria,484.0,1,1,Não,0
T001527,2025-03-01,42700.0,8740.69,33959.31,0.7953,48,0.01435,983.77,0.1833,Digital,2023,2,24,CLT,,16.0,Alugada,639.0,0,1,Não,0
T001528,2025-01-01,64900.0,31788.02,33111.98,0.5102,60,0.01878,924.64,0.0355,Correspondente bancário,2022,3,49,Servidor público,26034.01,,Alugada,828.0,0,0,Não,0
T001529,2025-02-01,40500.0,20630.7,19869.3,0.4906,48,0.01705,609.51,0.1337,Digital,2019,6,57,Aposentado,4557.22,202.0,Própria,533.0,0,2,Sim,0
T001530,2025-06-01,50200.0,6505.92,43694.08,0.8704,60,0.01622,1144.63,0.2261,Concessionária,2021,4,43,Autônomo,5061.61,68.0,Familiar,503.0,0,2,Sim,0
T001531,2025-06-01,30300.0,5902.44,24397.56,0.8052,36,0.01566,891.75,0.1727,Correspondente bancário,2022,3,50,Autônomo,5164.68,56.0,Alugada,721.0,1,2,Não,0
T001532,2025-02-01,53700.0,12662.46,41037.54,0.7642,48,0.0178,1278.72,0.1099,Correspondente bancário,2024,1,47,Empresário,11633.01,55.0,Própria,674.0,2,0,Não,0
T001533,2025-04-01,38500.0,5309.15,33190.85,0.8621,60,0.01576,859.38,0.1855,Concessionária,2021,4,71,Aposentado,4633.03,210.0,Alugada,536.0,1,2,Não,0
T001534,2025-04-01,22900.0,5191.43,17708.57,0.7733,48,0.01705,543.23,0.0821,Revenda multimarca,2022,3,41,Autônomo,6618.39,27.0,Própria,610.0,2,1,Não,0
T001535,2025-02-01,101200.0,33537.68,67662.32,0.6686,48,0.01701,2073.87,0.2532,Concessionária,2024,1,24,CLT,8190.97,19.0,Própria,856.0,0,1,Não,0
T001536,2025-02-01,38300.0,5040.28,33259.72,0.8684,48,0.01523,981.81,0.365,Digital,2024,1,39,CLT,2690.04,69.0,Própria,628.0,2,0,Não,0
T001537,2025-03-01,58000.0,4692.2,53307.8,0.9191,48,0.01551,1583.02,0.2964,Digital,2021,4,28,CLT,,9.0,Própria,595.0,1,2,Não,0
T001538,2025-06-01,23800.0,5788.16,18011.84,0.7568,36,0.01718,675.05,0.0775,Revenda multimarca,2020,5,40,Autônomo,8707.38,28.0,Própria,690.0,0,0,Não,0
T001539,2025-02-01,50600.0,4852.54,45747.46,0.9041,60,0.01633,1201.77,0.3263,Digital,2021,4,57,CLT,3683.16,,Familiar,777.0,2,1,Não,0
T001540,2025-06-01,35000.0,5512.5,29487.5,0.8425,48,0.01512,868.42,0.1678,Concessionária,2023,2,42,CLT,5175.3,21.0,Própria,603.0,1,0,Não,0
T001541,2025-01-01,41600.0,4160.0,37440.0,0.9,48,0.01801,1171.72,0.3686,Revenda multimarca,2016,9,38,Autônomo,3178.63,98.0,Alugada,497.0,1,3,Não,0
T001542,2025-05-01,34300.0,11686.01,22613.99,0.6593,36,0.01518,820.0,0.2294,Correspondente bancário,2019,6,23,CLT,3574.61,50.0,Própria,510.0,1,1,Não,0
T001543,2025-02-01,31900.0,5333.68,26566.32,0.8328,48,0.01712,816.14,0.4132,Revenda multimarca,2024,1,38,CLT,1975.02,24.0,Própria,636.0,1,0,Não,0
T001544,2025-02-01,29400.0,7044.24,22355.76,0.7604,36,0.01642,827.45,0.2126,Revenda multimarca,2023,2,32,Autônomo,3892.41,113.0,Alugada,659.0,2,0,Não,0
T001545,2025-02-01,41000.0,27662.7,13337.3,0.3253,48,0.01491,391.03,0.1086,Concessionária,2024,1,57,Servidor público,3599.5,102.0,Familiar,555.0,2,4,Não,0
T001546,2025-02-01,54700.0,4600.27,50099.73,0.9159,60,0.01762,1359.43,0.2181,Digital,2022,3,49,Autônomo,6232.58,81.0,Própria,581.0,0,6,Sim,0
T001547,2025-06-01,50200.0,25295.78,24904.22,0.4961,24,0.0148,1240.43,0.3579,Correspondente bancário,2023,2,53,Autônomo,3465.52,36.0,Própria,589.0,0,0,Não,0
T001548,2025-02-01,30100.0,5282.55,24817.45,0.8245,36,0.01499,897.06,0.2986,Concessionária,2024,1,31,CLT,3004.09,78.0,Alugada,769.0,0,1,Não,0
T001549,2025-01-01,53400.0,16420.5,36979.5,0.6925,36,0.01558,1349.84,0.3052,Concessionária,2013,12,47,Autônomo,4422.69,38.0,Financiada,734.0,0,1,Não,0
T001550,2025-05-01,61900.0,7465.14,54434.86,0.8794,60,0.01763,1477.43,0.1219,Revenda multimarca,2023,2,43,Servidor público,12120.95,,Própria,718.0,0,2,Não,0
T001551,2025-04-01,73100.0,29780.94,43319.06,0.5926,36,0.0171,1621.39,0.3406,Revenda multimarca,2022,3,66,Aposentado,4760.18,73.0,Alugada,695.0,0,2,Não,0
T001552,2025-03-01,31500.0,13381.2,18118.8,0.5752,24,0.01496,904.14,0.2952,Digital,2021,4,32,Autônomo,3063.16,5.0,Familiar,543.0,0,2,Não,0
T001553,2025-04-01,30800.0,11355.96,19444.04,0.6313,48,0.01469,567.4,0.1697,Digital,2023,2,32,CLT,3343.44,,Alugada,482.0,1,1,Não,0
T001554,2025-01-01,33800.0,10586.16,23213.84,0.6868,24,0.01359,1140.04,0.2741,Concessionária,2022,3,40,Servidor público,4159.2,61.0,Financiada,583.0,0,2,Não,0
T001555,2025-04-01,138300.0,66121.23,72178.77,0.5219,24,0.0161,3649.66,0.1775,Correspondente bancário,2024,1,50,CLT,20563.57,75.0,Financiada,951.0,1,2,Não,0
T001556,2025-05-01,53800.0,8306.72,45493.28,0.8456,48,0.017,1394.09,0.4046,Revenda multimarca,2021,4,31,Autônomo,3445.98,,Familiar,700.0,0,1,Não,0
T001557,2025-06-01,102800.0,27982.16,74817.84,0.7278,48,0.01592,2241.17,0.32,Concessionária,2025,0,61,CLT,7004.53,20.0,Familiar,977.0,0,1,Não,0
T001558,2025-05-01,81500.0,51361.3,30138.7,0.3698,48,0.0148,881.55,0.0558,Revenda multimarca,2019,6,58,Empresário,15791.78,88.0,Própria,674.0,0,3,Não,0
T001559,2025-02-01,69700.0,30012.82,39687.18,0.5694,24,0.01703,2028.37,0.0779,Revenda multimarca,2023,2,49,CLT,26032.91,63.0,Alugada,637.0,1,0,Não,0
T001560,2025-01-01,56900.0,9479.54,47420.46,0.8334,60,0.01711,1270.43,0.201,Correspondente bancário,2023,2,44,Empresário,6320.77,66.0,Alugada,516.0,1,0,Sim,0
T001561,2025-05-01,40200.0,23846.64,16353.36,0.4068,36,0.01776,618.74,0.2188,Revenda multimarca,2022,3,31,CLT,2827.79,110.0,Própria,563.0,0,1,Não,0
T001562,2025-04-01,33900.0,9000.45,24899.55,0.7345,60,0.01491,630.82,0.2698,Concessionária,2021,4,36,Autônomo,2338.27,,Alugada,606.0,1,2,Não,0
T001563,2025-01-01,99200.0,54044.16,45155.84,0.4552,36,0.01607,1661.72,0.273,Revenda multimarca,2021,4,59,Autônomo,6087.32,,Própria,887.0,0,3,Não,0
T001564,2025-06-01,22000.0,7299.6,14700.4,0.6682,60,0.01745,397.2,0.1451,Correspondente bancário,2016,9,58,CLT,2736.81,,Alugada,499.0,0,3,Não,0
T001565,2025-05-01,32000.0,3548.8,28451.2,0.8891,60,0.01478,718.39,0.14,Concessionária,2020,5,30,Autônomo,5131.29,32.0,Alugada,753.0,0,1,Não,0
T001566,2025-04-01,30600.0,2478.6,28121.4,0.919,60,0.01737,758.31,0.3853,Revenda multimarca,2020,5,40,CLT,1968.01,11.0,Alugada,485.0,1,4,Não,0
T001567,2025-04-01,23400.0,5779.8,17620.2,0.753,48,0.01601,528.82,0.0788,Digital,2018,7,72,Aposentado,6708.55,49.0,Financiada,656.0,0,2,Não,0
T001568,2025-01-01,35500.0,12584.75,22915.25,0.6455,48,0.01788,715.22,0.1262,Correspondente bancário,2021,4,46,CLT,5667.17,96.0,Alugada,489.0,0,0,Sim,0
T001569,2025-06-01,41900.0,11895.41,30004.59,0.7161,48,0.01667,913.11,0.0795,Correspondente bancário,2017,8,42,Empresário,11489.56,,Financiada,512.0,2,4,Não,0
T001570,2025-04-01,41800.0,5375.48,36424.52,0.8714,36,0.01598,1338.42,0.2894,Correspondente bancário,2024,1,31,CLT,4624.93,6.0,Alugada,937.0,1,0,Não,0
T001571,2025-04-01,45700.0,7206.89,38493.11,0.8423,60,0.01681,1023.52,0.2506,Concessionária,2020,5,22,CLT,4085.08,48.0,Própria,850.0,0,0,Não,0
T001572,2025-01-01,50200.0,9056.08,41143.92,0.8196,48,0.01504,1209.63,0.335,Concessionária,2021,4,37,Servidor público,3611.31,,Alugada,492.0,1,3,Não,0
T001573,2025-03-01,51900.0,9414.66,42485.34,0.8186,36,0.01632,1569.92,0.2696,Revenda multimarca,2019,6,56,Empresário,5823.67,20.0,Alugada,620.0,0,2,Não,0
T001574,2025-03-01,89300.0,34514.45,54785.55,0.6135,24,0.01654,2784.29,0.1683,Correspondente bancário,2024,1,47,CLT,,19.0,Familiar,868.0,1,0,Não,0
T001575,2025-04-01,22000.0,1357.4,20642.6,0.9383,36,0.01556,753.26,0.362,Correspondente bancário,2025,0,40,CLT,2080.65,38.0,Alugada,525.0,0,2,Não,0
T001576,2025-04-01,33600.0,8057.28,25542.72,0.7602,48,0.0147,745.52,0.3835,Concessionária,2020,5,32,Autônomo,1944.17,27.0,Alugada,472.0,0,3,Não,0
T001577,2025-03-01,27100.0,7005.35,20094.65,0.7415,36,0.01591,737.52,0.2348,Digital,2023,2,27,Autônomo,3140.4,26.0,Familiar,621.0,0,1,Sim,0
T001578,2025-05-01,47400.0,4019.52,43380.48,0.9152,48,0.01637,1311.87,0.172,Correspondente bancário,2023,2,47,Servidor público,7626.71,,Própria,463.0,0,3,Sim,0
T001579,2025-01-01,22000.0,3438.6,18561.4,0.8437,60,0.01692,494.91,0.1776,Correspondente bancário,2018,7,28,CLT,2786.21,7.0,Própria,608.0,1,3,Não,0
T001580,2025-01-01,36700.0,5038.91,31661.09,0.8627,36,0.01443,1133.79,0.1504,Digital,2022,3,31,Servidor público,7539.14,26.0,Alugada,478.0,0,3,Não,0
T001581,2025-02-01,23900.0,9196.72,14703.28,0.6152,48,0.01535,435.14,0.1193,Digital,2016,9,48,Autônomo,3646.27,16.0,Familiar,703.0,0,0,Não,0
T001582,2025-06-01,32800.0,11660.4,21139.6,0.6445,48,0.01629,638.21,0.3989,Revenda multimarca,2023,2,50,CLT,1600.0,214.0,Alugada,617.0,0,0,Não,0
T001583,2025-03-01,33100.0,2029.03,31070.97,0.9387,60,0.01545,798.15,0.0968,Concessionária,2024,1,73,Aposentado,8242.66,99.0,Própria,541.0,2,0,Não,0
T001584,2025-06-01,59600.0,6168.6,53431.4,0.8965,36,0.0168,1990.06,0.4006,Revenda multimarca,2023,2,32,CLT,4967.16,3.0,Alugada,629.0,1,0,Não,0
T001585,2025-04-01,34500.0,7055.25,27444.75,0.7955,60,0.01846,760.37,0.2385,Revenda multimarca,2025,0,26,Autônomo,3188.37,61.0,Familiar,,0,1,Não,0
T001586,2025-03-01,37500.0,9873.75,27626.25,0.7367,48,0.01541,818.64,0.3291,Digital,2021,4,31,CLT,2487.28,34.0,Financiada,591.0,1,3,Sim,0
T001587,2025-04-01,69200.0,14947.2,54252.8,0.784,36,0.01632,2004.75,0.1306,Correspondente bancário,2023,2,50,Servidor público,15348.13,93.0,Familiar,642.0,0,1,Não,0
T001588,2025-02-01,43200.0,7473.6,35726.4,0.827,36,0.01667,1327.79,0.1885,Correspondente bancário,2018,7,26,CLT,7044.79,10.0,Alugada,781.0,1,2,Sim,0
T001589,2025-03-01,22000.0,6877.2,15122.8,0.6874,48,0.01418,436.49,0.1017,Concessionária,2015,10,36,CLT,4290.15,,Alugada,653.0,2,2,Sim,0
T001590,2025-03-01,22000.0,7783.6,14216.4,0.6462,48,0.01679,433.73,0.0756,Revenda multimarca,2023,2,33,CLT,5740.82,1.0,Alugada,691.0,2,1,Não,0
T001591,2025-03-01,93500.0,9593.1,83906.9,0.8974,36,0.01428,2997.19,0.4324,Concessionária,2022,3,32,CLT,6931.14,,Financiada,1000.0,0,1,Não,0
T001592,2025-02-01,57800.0,9802.88,47997.12,0.8304,36,0.01734,1803.57,0.2212,Revenda multimarca,2024,1,67,Aposentado,8155.37,64.0,Própria,756.0,0,2,Sim,0
T001593,2025-03-01,28100.0,3754.16,24345.84,0.8664,48,0.01456,708.46,0.0775,Digital,2024,1,30,CLT,9135.69,50.0,Própria,710.0,0,0,Não,0
T001594,2025-05-01,68200.0,13564.98,54635.02,0.8011,36,0.01666,2030.21,0.1834,Digital,2023,2,50,Servidor público,11072.45,71.0,Alugada,732.0,1,0,Não,0
T001595,2025-01-01,85900.0,38079.47,47820.53,0.5567,36,0.01679,1780.79,0.131,Revenda multimarca,2023,2,26,CLT,13595.54,92.0,Própria,733.0,0,0,Não,0
T001596,2025-02-01,42600.0,10108.98,32491.02,0.7627,60,0.01584,842.98,0.1256,Correspondente bancário,2024,1,56,CLT,6713.94,6.0,Própria,747.0,0,3,Sim,0
T001597,2025-05-01,49700.0,8185.59,41514.41,0.8353,60,0.01762,1126.47,0.2796,Revenda multimarca,2023,2,69,Aposentado,4028.55,,Financiada,750.0,0,1,Sim,0
T001598,2025-02-01,22000.0,1447.6,20552.4,0.9342,48,0.01628,620.35,0.3222,Correspondente bancário,2021,4,48,CLT,1925.57,111.0,Própria,631.0,0,0,Não,0
T001599,2025-01-01,37400.0,17581.74,19818.26,0.5299,48,0.0168,604.77,0.1305,Digital,2024,1,44,Autônomo,4633.63,23.0,Financiada,844.0,0,2,Não,0
T001600,2025-05-01,76900.0,20924.49,55975.51,0.7279,48,0.01454,1628.18,0.2875,Concessionária,2016,9,38,CLT,,86.0,Própria,916.0,0,1,Não,0
T001601,2025-04-01,65900.0,10913.04,54986.96,0.8344,36,0.01429,1964.49,0.2732,Digital,2022,3,56,CLT,7190.58,21.0,Familiar,609.0,2,5,Não,0
T001602,2025-06-01,30100.0,2368.87,27731.13,0.9213,60,0.01536,710.72,0.1521,Concessionária,2022,3,69,CLT,4673.89,,Alugada,733.0,0,2,Não,0
T001603,2025-05-01,33000.0,11695.2,21304.8,0.6456,48,0.01597,638.86,0.1284,Revenda multimarca,2016,9,43,CLT,4973.97,11.0,Própria,753.0,1,1,Não,0
T001604,2025-01-01,74800.0,14279.32,60520.68,0.8091,48,0.0186,1917.3,0.1499,Revenda multimarca,2019,6,34,Empresário,,,Financiada,673.0,0,1,Não,0
T001605,2025-04-01,66800.0,34108.08,32691.92,0.4894,48,0.01579,976.6,0.1939,Concessionária,2023,2,28,CLT,5037.28,12.0,Alugada,668.0,1,3,Não,0
T001606,2025-04-01,47400.0,17485.86,29914.14,0.6311,36,0.01459,1074.1,0.3032,Digital,2021,4,48,Autônomo,3542.56,23.0,Financiada,606.0,0,3,Não,0
T001607,2025-04-01,80500.0,11229.75,69270.25,0.8605,36,0.01506,2506.79,0.2913,Digital,2019,6,51,CLT,8605.01,36.0,Alugada,529.0,2,1,Sim,0
T001608,2025-02-01,60500.0,6419.05,54080.95,0.8939,48,0.0173,1667.68,0.0995,Correspondente bancário,2023,2,40,Servidor público,16767.8,106.0,Própria,562.0,1,6,Não,0
T001609,2025-06-01,22000.0,6529.6,15470.4,0.7032,36,0.01601,568.74,0.0796,Revenda multimarca,2022,3,26,Servidor público,7145.86,4.0,Alugada,520.0,0,2,Não,0
T001610,2025-03-01,46100.0,19403.49,26696.51,0.5791,60,0.01662,706.46,0.1095,Digital,2023,2,75,CLT,,22.0,Financiada,551.0,1,2,Não,0
T001611,2025-01-01,49300.0,18832.6,30467.4,0.618,36,0.01601,1120.08,0.2612,Correspondente bancário,2017,8,28,CLT,4287.95,60.0,Financiada,672.0,0,1,Não,0
T001612,2025-01-01,37300.0,4341.72,32958.28,0.8836,60,0.01724,885.86,0.1159,Digital,2023,2,28,CLT,7641.99,19.0,Própria,690.0,0,5,Não,0
T001613,2025-06-01,52500.0,12411.0,40089.0,0.7636,60,0.01633,1053.12,0.2406,Digital,2023,2,38,Autônomo,4376.7,14.0,Alugada,648.0,1,1,Não,0
T001614,2025-01-01,79800.0,26150.46,53649.54,0.6723,24,0.01491,2675.61,0.356,Concessionária,2022,3,43,CLT,7516.78,31.0,Alugada,703.0,0,1,Não,0
T001615,2025-06-01,29800.0,5784.18,24015.82,0.8059,60,0.01835,663.56,0.2256,Revenda multimarca,2024,1,34,CLT,,10.0,Própria,579.0,1,0,Não,0
T001616,2025-02-01,24300.0,2629.26,21670.74,0.8918,36,0.01664,805.01,0.1471,Concessionária,2024,1,60,Servidor público,5474.25,,Alugada,529.0,0,3,Não,0
T001617,2025-06-01,26200.0,1404.32,24795.68,0.9464,36,0.01808,943.06,0.3454,Correspondente bancário,2023,2,32,CLT,2730.73,27.0,Financiada,587.0,2,1,Não,0
T001618,2025-04-01,36000.0,6278.4,29721.6,0.8256,60,0.01673,788.7,0.3203,Revenda multimarca,2025,0,26,CLT,2462.17,39.0,Financiada,599.0,0,2,Não,0
T001619,2025-01-01,62300.0,5737.83,56562.17,0.9079,48,0.01389,1622.4,0.0924,Concessionária,2023,2,45,Empresário,17562.72,19.0,Familiar,595.0,2,4,Não,0
T001620,2025-01-01,35900.0,20710.71,15189.29,0.4231,24,0.0128,739.08,0.163,Concessionária,2017,8,32,CLT,4532.96,48.0,Financiada,506.0,2,1,Não,0
T001621,2025-06-01,54400.0,5157.12,49242.88,0.9052,48,0.01461,1434.5,0.178,Digital,2021,4,31,Empresário,8059.92,30.0,Própria,604.0,2,3,Não,0
T001622,2025-05-01,29600.0,15921.84,13678.16,0.4621,60,0.01676,363.24,0.1135,Correspondente bancário,2022,3,29,CLT,3200.17,13.0,Alugada,544.0,0,2,Não,0
T001623,2025-05-01,41500.0,8424.5,33075.5,0.797,60,0.0158,857.27,0.1159,Concessionária,2023,2,62,CLT,7397.03,88.0,Familiar,798.0,0,1,Não,0
T001624,2025-03-01,40600.0,18371.5,22228.5,0.5475,24,0.01483,1107.55,0.1808,Concessionária,2024,1,25,CLT,6126.82,11.0,Própria,695.0,0,1,Sim,0
T001625,2025-03-01,84200.0,17092.6,67107.4,0.797,24,0.01554,3371.33,0.1266,Digital,2024,1,75,Empresário,26619.91,64.0,Própria,710.0,0,2,Não,0
T001626,2025-06-01,67600.0,11268.92,56331.08,0.8333,36,0.0153,2046.69,0.2691,Concessionária,2023,2,29,CLT,7605.05,50.0,Familiar,556.0,2,1,Não,0
T001627,2025-01-01,22000.0,7592.2,14407.8,0.6549,36,0.01643,533.36,0.1655,Revenda multimarca,2024,1,29,Servidor público,3223.55,132.0,Alugada,465.0,2,1,Não,0
T001628,2025-01-01,72900.0,9374.94,63525.06,0.8714,48,0.01468,1853.33,0.2874,Concessionária,2023,2,28,CLT,6447.73,8.0,Financiada,780.0,0,0,Não,0
T001629,2025-01-01,27800.0,1943.22,25856.78,0.9301,48,0.01768,803.68,0.2177,Correspondente bancário,2013,12,57,Autônomo,3691.77,29.0,Familiar,594.0,2,3,Não,0
T001630,2025-05-01,22000.0,3456.2,18543.8,0.8429,36,0.01661,688.51,0.3623,Revenda multimarca,2013,12,28,Autônomo,1900.13,40.0,Alugada,460.0,1,1,Não,0
T001631,2025-04-01,23100.0,7449.75,15650.25,0.6775,60,0.01832,432.1,0.0538,Revenda multimarca,2020,5,24,CLT,,13.0,Alugada,625.0,1,4,Não,0
T001632,2025-03-01,39400.0,10275.52,29124.48,0.7392,48,0.01553,865.24,0.1002,Digital,2022,3,48,CLT,8633.9,8.0,Própria,770.0,1,1,Não,0
T001633,2025-05-01,56300.0,32896.09,23403.91,0.4157,48,0.01447,679.74,0.1118,Concessionária,2017,8,41,CLT,6077.3,17.0,Alugada,606.0,1,7,Não,0
T001634,2025-01-01,50500.0,26123.65,24376.35,0.4827,24,0.0161,1232.57,0.0994,Correspondente bancário,2018,7,66,Aposentado,12400.91,66.0,Própria,869.0,0,1,Sim,0
T001635,2025-02-01,33800.0,13040.04,20759.96,0.6142,48,0.01605,623.58,0.1218,Concessionária,2018,7,45,CLT,5120.63,175.0,Própria,674.0,0,1,Não,0
T001636,2025-04-01,58200.0,18920.82,39279.18,0.6749,60,0.01519,1002.31,0.1127,Concessionária,2019,6,31,CLT,8892.49,10.0,Própria,802.0,1,0,Não,0
T001637,2025-06-01,96100.0,18047.58,78052.42,0.8122,36,0.01479,2811.92,0.3055,Concessionária,2020,5,26,Empresário,9204.97,,Familiar,728.0,0,0,Não,0
T001638,2025-01-01,24800.0,3610.88,21189.12,0.8544,48,0.01336,600.85,0.2917,Concessionária,2020,5,60,CLT,2059.64,,Alugada,496.0,1,5,Sim,0
T001639,2025-03-01,37700.0,9884.94,27815.06,0.7378,48,0.01465,810.98,0.1741,Concessionária,2023,2,32,Servidor público,4657.9,,Alugada,715.0,0,2,Não,0
T001640,2025-05-01,22000.0,5319.6,16680.4,0.7582,60,0.01663,441.52,0.1676,Concessionária,2023,2,39,CLT,2634.15,5.0,Alugada,499.0,1,0,Não,0
T001641,2025-06-01,60700.0,27715.62,32984.38,0.5434,48,0.01484,965.61,0.2927,Digital,2023,2,39,CLT,3299.46,73.0,Alugada,705.0,0,1,Não,0
T001642,2025-01-01,22400.0,6646.08,15753.92,0.7033,36,0.01534,572.77,0.2294,Concessionária,2014,11,53,Autônomo,2497.34,63.0,Própria,,0,0,Não,0
T001643,2025-06-01,30000.0,4281.0,25719.0,0.8573,48,0.01654,780.56,0.1457,Concessionária,2017,8,34,CLT,5355.63,43.0,Própria,777.0,0,0,Não,0
T001644,2025-02-01,33600.0,9481.92,24118.08,0.7178,60,0.0168,641.13,0.1115,Revenda multimarca,2025,0,47,CLT,5752.5,112.0,Alugada,695.0,1,0,Não,0
T001645,2025-02-01,234400.0,64202.16,170197.84,0.7261,24,0.01412,8410.39,0.4231,Concessionária,2022,3,31,Empresário,19876.41,3.0,Própria,673.0,1,1,Sim,0
T001646,2025-03-01,49400.0,3443.18,45956.82,0.9303,60,0.01939,1302.63,0.2989,Correspondente bancário,2021,4,45,Servidor público,4357.5,33.0,Financiada,476.0,0,1,Não,0
T001647,2025-01-01,43000.0,14379.2,28620.8,0.6656,36,0.01724,1073.71,0.2646,Revenda multimarca,2014,11,26,CLT,4057.47,22.0,Própria,615.0,0,1,Não,0
T001648,2025-02-01,60300.0,5384.79,54915.21,0.9107,36,0.01298,1919.18,0.3524,Concessionária,2021,4,35,Autônomo,5446.15,52.0,Própria,525.0,0,3,Sim,0
T001649,2025-05-01,24300.0,8315.46,15984.54,0.6578,36,0.01745,601.73,0.215,Revenda multimarca,2019,6,41,CLT,2799.16,29.0,Financiada,512.0,1,2,Não,0
T001650,2025-04-01,42600.0,7919.34,34680.66,0.8141,60,0.01536,888.83,0.2131,Concessionária,2020,5,33,CLT,4171.41,97.0,Alugada,691.0,1,1,Não,0
T001651,2025-03-01,100600.0,14677.54,85922.46,0.8541,60,0.01477,2168.99,0.3934,Concessionária,2021,4,28,CLT,5513.78,3.0,Alugada,679.0,0,1,Não,0
T001652,2025-06-01,22000.0,4743.2,17256.8,0.7844,48,0.01713,530.26,0.297,Revenda multimarca,2022,3,34,Autônomo,1785.56,32.0,Financiada,735.0,0,0,Não,0
T001653,2025-06-01,35000.0,7826.0,27174.0,0.7764,36,0.01557,991.75,0.2851,Digital,2020,5,45,CLT,3478.48,46.0,Própria,507.0,2,5,Não,0
T001654,2025-06-01,49100.0,16581.07,32518.93,0.6623,60,0.01675,863.36,0.1925,Digital,2025,0,57,CLT,4483.95,31.0,Familiar,557.0,1,4,Não,0
T001655,2025-03-01,52800.0,10438.56,42361.44,0.8023,48,0.01547,1256.89,0.2059,Digital,2017,8,31,CLT,6105.46,,Financiada,656.0,1,1,Não,0
T001656,2025-04-01,30500.0,6700.85,23799.15,0.7803,36,0.01609,876.09,0.404,Correspondente bancário,2020,5,33,CLT,2168.33,59.0,Alugada,575.0,1,3,Sim,0
T001657,2025-04-01,49700.0,5914.3,43785.7,0.881,36,0.01639,1619.84,0.2755,Revenda multimarca,2024,1,44,CLT,5879.14,93.0,Familiar,741.0,1,1,Sim,0
T001658,2025-04-01,36200.0,17969.68,18230.32,0.5036,48,0.01445,529.25,0.1069,Concessionária,2016,9,25,CLT,4950.69,47.0,Alugada,665.0,0,1,Não,0
T001659,2025-04-01,43700.0,7918.44,35781.56,0.8188,24,0.01697,1827.5,0.314,Correspondente bancário,2023,2,36,CLT,5820.94,29.0,Alugada,793.0,0,2,Não,0
T001660,2025-03-01,71400.0,9210.6,62189.4,0.871,60,0.01578,1611.04,0.2655,Concessionária,2016,9,75,Aposentado,6067.68,,Própria,587.0,1,1,Não,0
T001661,2025-04-01,47300.0,12104.07,35195.93,0.7441,24,0.01415,1739.83,0.3828,Digital,2023,2,26,CLT,4544.62,41.0,Própria,782.0,0,0,Não,0
T001662,2025-06-01,40700.0,13431.0,27269.0,0.67,48,0.01683,832.66,0.2342,Revenda multimarca,2023,2,30,CLT,3555.68,107.0,Financiada,473.0,2,4,Não,0
T001663,2025-04-01,49500.0,13241.25,36258.75,0.7325,48,0.01551,1076.73,0.1607,Digital,2025,0,48,Empresário,6701.79,,Financiada,,0,1,Não,0
T001664,2025-06-01,22000.0,5277.8,16722.2,0.7601,60,0.01747,452.05,0.1443,Correspondente bancário,2018,7,52,CLT,3132.51,,Alugada,601.0,0,4,Não,0
T001665,2025-06-01,55600.0,13188.32,42411.68,0.7628,36,0.01354,1496.27,0.3918,Digital,2025,0,65,Autônomo,,22.0,Alugada,641.0,1,0,Não,0
T001666,2025-01-01,65200.0,14050.6,51149.4,0.7845,48,0.01465,1491.31,0.0714,Concessionária,2016,9,57,Servidor público,20885.59,33.0,Própria,482.0,0,1,Não,0
T001667,2025-04-01,44700.0,7742.04,36957.96,0.8268,48,0.01452,1074.55,0.2039,Concessionária,2021,4,36,CLT,5270.3,15.0,Familiar,624.0,0,2,Não,0
T001668,2025-01-01,54900.0,15910.02,38989.98,0.7102,36,0.01457,1399.51,0.1704,Concessionária,2024,1,36,CLT,8213.8,78.0,Familiar,845.0,0,0,Não,0
T001669,2025-01-01,33600.0,7986.72,25613.28,0.7623,60,0.0171,686.03,0.1113,Revenda multimarca,2024,1,75,Aposentado,,507.0,Familiar,602.0,2,3,Não,0
T001670,2025-05-01,56900.0,12125.39,44774.61,0.7869,24,0.0155,2248.33,0.3235,Digital,2019,6,26,CLT,6950.26,13.0,Financiada,576.0,2,1,Não,0
T001671,2025-02-01,41200.0,4865.72,36334.28,0.8819,48,0.01498,1066.86,0.2023,Concessionária,2019,6,26,CLT,5273.45,,Financiada,604.0,1,2,Não,0
T001672,2025-04-01,57200.0,19653.92,37546.08,0.6564,48,0.01659,1140.7,0.1337,Revenda multimarca,2021,4,28,Servidor público,8532.47,72.0,Familiar,688.0,1,1,Não,0
T001673,2025-02-01,82500.0,12647.25,69852.75,0.8467,36,0.01546,2544.73,0.1779,Concessionária,2021,4,30,CLT,14304.83,32.0,Familiar,605.0,0,0,Não,0
T001674,2025-03-01,75000.0,29850.0,45150.0,0.602,24,0.01488,2250.93,0.2118,Digital,2024,1,40,Autônomo,10629.91,1.0,Financiada,829.0,0,1,Não,0
T001675,2025-04-01,25300.0,7314.23,17985.77,0.7109,60,0.01736,484.88,0.2361,Revenda multimarca,2013,12,42,CLT,2053.61,19.0,Própria,713.0,0,3,Não,0
