id_proposta,data_proposta,valor_bem,valor_entrada_desejada,pct_entrada_desejada,valor_financiado_desejado,ltv_desejado,prazo_desejado_meses,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
P003031,2025-12-01,66200.0,9128.98,0.1379,57071.02,0.8621,48,Concessionária,2023,2,72,Aposentado,,233.0,Própria,705.0,0,1,Não,0
P003032,2025-08-01,22000.0,3707.0,0.1685,18293.0,0.8315,48,Revenda multimarca,2022,3,26,CLT,1600.0,,Alugada,517.0,1,1,Não,0
P003033,2025-11-01,44800.0,19304.32,0.4309,25495.68,0.5691,60,Concessionária,2020,5,37,CLT,3006.66,69.0,Financiada,481.0,1,3,Não,0
P003034,2025-10-01,37100.0,19154.73,0.5163,17945.27,0.4837,36,Revenda multimarca,2023,2,47,CLT,3869.98,62.0,Própria,763.0,0,1,Sim,0
P003035,2025-10-01,24000.0,5032.8,0.2097,18967.2,0.7903,60,Concessionária,2022,3,25,CLT,1600.0,84.0,Alugada,443.0,4,4,Não,0
P003036,2025-10-01,31600.0,2287.84,0.0724,29312.16,0.9276,48,Concessionária,2022,3,37,CLT,1600.0,,Alugada,711.0,0,2,Sim,0
P003037,2025-08-01,67900.0,36747.48,0.5412,31152.52,0.4588,48,Digital,2020,5,37,Autônomo,4819.06,34.0,Familiar,744.0,2,0,Não,0
P003038,2025-08-01,31100.0,1716.72,0.0552,29383.28,0.9448,24,Digital,2024,1,42,Autônomo,4870.64,4.0,Própria,586.0,2,2,Não,0
P003039,2025-07-01,125900.0,13572.02,0.1078,112327.98,0.8922,36,Digital,2021,4,30,Servidor público,9311.85,14.0,Familiar,709.0,0,1,Não,0
P003040,2025-10-01,53500.0,18013.45,0.3367,35486.55,0.6633,48,Revenda multimarca,2022,3,51,CLT,3921.35,14.0,Alugada,674.0,0,2,Não,0
P003041,2025-07-01,22000.0,5746.4,0.2612,16253.6,0.7388,60,Digital,2025,0,28,Autônomo,2350.53,51.0,Familiar,415.0,5,2,Sim,0
P003042,2025-08-01,22400.0,1117.76,0.0499,21282.24,0.9501,48,Correspondente bancário,2021,4,65,Aposentado,,50.0,Alugada,333.0,5,1,Não,0
P003043,2025-11-01,28400.0,3760.16,0.1324,24639.84,0.8676,24,Digital,2024,1,29,Autônomo,,31.0,Financiada,536.0,1,0,Não,0
P003044,2025-11-01,25400.0,2331.72,0.0918,23068.28,0.9082,48,Concessionária,2019,6,36,CLT,2510.74,54.0,Financiada,610.0,4,3,Sim,0
P003045,2025-07-01,57700.0,8245.33,0.1429,49454.67,0.8571,48,Concessionária,2025,0,36,Autônomo,2792.05,61.0,Alugada,641.0,1,0,Não,0
P003046,2025-10-01,45700.0,4341.5,0.095,41358.5,0.905,36,Revenda multimarca,2024,1,44,CLT,4510.49,9.0,Familiar,802.0,0,1,Sim,0
P003047,2025-07-01,22000.0,4254.8,0.1934,17745.2,0.8066,48,Revenda multimarca,2015,10,38,Servidor público,,43.0,Alugada,340.0,5,1,Sim,0
P003048,2025-07-01,40200.0,1640.16,0.0408,38559.84,0.9592,60,Digital,2020,5,38,CLT,,124.0,Familiar,566.0,1,1,Sim,0
P003049,2025-09-01,22000.0,3014.0,0.137,18986.0,0.863,48,Concessionária,2022,3,33,CLT,,9.0,Financiada,538.0,0,0,Não,0
P003050,2025-09-01,35100.0,6840.99,0.1949,28259.01,0.8051,60,Concessionária,2025,0,52,Aposentado,2649.09,287.0,Própria,573.0,1,0,Não,0
P003051,2025-08-01,27200.0,4213.28,0.1549,22986.72,0.8451,48,Concessionária,2017,8,61,Autônomo,2154.06,5.0,Alugada,552.0,3,0,Não,0
P003052,2025-08-01,55200.0,10907.52,0.1976,44292.48,0.8024,60,Concessionária,2025,0,44,CLT,11388.66,124.0,Própria,667.0,3,1,Não,0
P003053,2025-09-01,40800.0,7911.12,0.1939,32888.88,0.8061,60,Revenda multimarca,2019,6,47,CLT,,45.0,Financiada,578.0,1,0,Não,0
P003054,2025-10-01,35700.0,5504.94,0.1542,30195.06,0.8458,60,Digital,2017,8,37,CLT,4375.09,95.0,Própria,522.0,0,1,Não,0
P003055,2025-08-01,23600.0,3794.88,0.1608,19805.12,0.8392,60,Correspondente bancário,2023,2,60,Aposentado,2720.1,120.0,Familiar,220.0,5,2,Sim,0
P003056,2025-07-01,33900.0,1630.59,0.0481,32269.41,0.9519,60,Concessionária,2023,2,27,CLT,1600.0,56.0,Alugada,540.0,0,2,Sim,0
P003057,2025-12-01,23500.0,6697.5,0.285,16802.5,0.715,24,Concessionária,2024,1,43,CLT,6075.31,54.0,Alugada,639.0,1,1,Não,0
P003058,2025-09-01,22000.0,5244.8,0.2384,16755.2,0.7616,36,Concessionária,2013,12,24,CLT,1704.34,25.0,Alugada,674.0,0,1,Não,0
P003059,2025-11-01,116000.0,32120.4,0.2769,83879.6,0.7231,24,Concessionária,2022,3,47,CLT,8232.51,26.0,Alugada,696.0,1,0,Não,0
P003060,2025-08-01,52600.0,24543.16,0.4666,28056.84,0.5334,24,Concessionária,2025,0,50,CLT,11299.55,196.0,Financiada,868.0,0,2,Não,0
P003061,2025-10-01,33400.0,7201.04,0.2156,26198.96,0.7844,48,Digital,2017,8,29,Autônomo,2844.91,19.0,Própria,629.0,2,1,Não,0
P003062,2025-11-01,23000.0,4986.4,0.2168,18013.6,0.7832,48,Revenda multimarca,2020,5,26,CLT,,38.0,Financiada,365.0,4,3,Sim,0
P003063,2025-12-01,45300.0,10876.53,0.2401,34423.47,0.7599,24,Digital,2022,3,30,Empresário,8714.93,56.0,Financiada,862.0,0,0,Não,0
P003064,2025-08-01,40600.0,22187.9,0.5465,18412.1,0.4535,60,Correspondente bancário,2022,3,56,CLT,8231.93,48.0,Familiar,379.0,1,5,Sim,0
P003065,2025-10-01,29800.0,5471.28,0.1836,24328.72,0.8164,60,Digital,2024,1,66,Autônomo,7130.72,68.0,Familiar,755.0,0,4,Não,0
P003066,2025-09-01,49200.0,19985.04,0.4062,29214.96,0.5938,60,Concessionária,2014,11,46,CLT,5671.23,71.0,Alugada,603.0,3,1,Não,0
P003067,2025-11-01,49000.0,2234.4,0.0456,46765.6,0.9544,60,Concessionária,2023,2,54,Autônomo,4512.87,9.0,Própria,600.0,1,2,Não,0
P003068,2025-12-01,43200.0,8285.76,0.1918,34914.24,0.8082,48,Revenda multimarca,2018,7,37,CLT,4516.64,27.0,Alugada,223.0,5,3,Não,0
P003069,2025-07-01,46800.0,33550.92,0.7169,13249.08,0.2831,24,Digital,2024,1,29,CLT,6072.52,,Própria,739.0,0,0,Não,0
P003070,2025-12-01,66900.0,7486.11,0.1119,59413.89,0.8881,60,Revenda multimarca,2024,1,34,Servidor público,,13.0,Alugada,486.0,2,1,Sim,0
P003071,2025-09-01,24200.0,5217.52,0.2156,18982.48,0.7844,60,Concessionária,2022,3,72,Aposentado,3343.59,93.0,Alugada,611.0,4,2,Não,0
P003072,2025-11-01,158700.0,53513.64,0.3372,105186.36,0.6628,24,Revenda multimarca,2023,2,39,Autônomo,8222.03,1.0,Financiada,802.0,0,0,Não,0
P003073,2025-07-01,22300.0,4352.96,0.1952,17947.04,0.8048,60,Concessionária,2018,7,41,Servidor público,3911.96,118.0,Alugada,,2,2,Não,0
P003074,2025-09-01,32700.0,3865.14,0.1182,28834.86,0.8818,48,Correspondente bancário,2025,0,57,CLT,4947.02,26.0,Alugada,467.0,5,3,Sim,0
P003075,2025-08-01,22000.0,4754.2,0.2161,17245.8,0.7839,36,Concessionária,2020,5,36,CLT,1810.8,50.0,Financiada,584.0,2,4,Não,0
P003076,2025-12-01,30900.0,3439.17,0.1113,27460.83,0.8887,48,Concessionária,2019,6,40,CLT,1938.44,44.0,Própria,184.0,5,3,Não,0
P003077,2025-11-01,22000.0,10124.4,0.4602,11875.6,0.5398,60,Digital,2015,10,47,Autônomo,,30.0,Familiar,417.0,5,5,Não,0
P003078,2025-12-01,28200.0,3443.22,0.1221,24756.78,0.8779,60,Revenda multimarca,2021,4,30,CLT,2344.79,26.0,Financiada,472.0,2,3,Não,0
P003079,2025-11-01,47100.0,18693.99,0.3969,28406.01,0.6031,48,Digital,2019,6,34,Autônomo,1600.0,104.0,Familiar,474.0,3,2,Não,0
P003080,2025-09-01,23100.0,4601.52,0.1992,18498.48,0.8008,24,Revenda multimarca,2021,4,36,CLT,2735.79,,Familiar,706.0,1,0,Não,0
P003081,2025-10-01,76000.0,23947.6,0.3151,52052.4,0.6849,60,Digital,2024,1,46,Autônomo,4141.23,94.0,Própria,666.0,0,0,Não,0
P003082,2025-08-01,43400.0,7529.9,0.1735,35870.1,0.8265,36,Revenda multimarca,2025,0,37,CLT,5261.77,,Alugada,590.0,0,2,Não,0
P003083,2025-11-01,39100.0,9438.74,0.2414,29661.26,0.7586,60,Concessionária,2018,7,55,Autônomo,6500.22,130.0,Financiada,582.0,2,1,Não,0
P003084,2025-07-01,28200.0,5967.12,0.2116,22232.88,0.7884,36,Revenda multimarca,2016,9,34,Empresário,2494.66,80.0,Própria,329.0,5,6,Sim,0
P003085,2025-07-01,25300.0,6997.98,0.2766,18302.02,0.7234,48,Concessionária,2014,11,30,CLT,2516.56,72.0,Própria,776.0,0,1,Não,0
P003086,2025-07-01,31600.0,10699.76,0.3386,20900.24,0.6614,60,Concessionária,2023,2,35,CLT,3384.49,15.0,Alugada,589.0,3,1,Não,0
P003087,2025-07-01,24100.0,6273.23,0.2603,17826.77,0.7397,36,Digital,2017,8,43,Autônomo,2767.84,95.0,Própria,782.0,0,1,Não,0
P003088,2025-12-01,30000.0,12210.0,0.407,17790.0,0.593,60,Revenda multimarca,2018,7,26,CLT,3021.76,17.0,Própria,657.0,1,0,Não,0
P003089,2025-11-01,28100.0,2565.53,0.0913,25534.47,0.9087,36,Revenda multimarca,2024,1,28,Autônomo,3598.79,46.0,Própria,552.0,0,1,Não,0
P003090,2025-12-01,22000.0,12641.2,0.5746,9358.8,0.4254,60,Concessionária,2023,2,33,CLT,3028.31,75.0,Alugada,468.0,2,0,Não,0
P003091,2025-10-01,38800.0,9707.76,0.2502,29092.24,0.7498,60,Digital,2020,5,45,CLT,4659.51,65.0,Familiar,753.0,2,3,Não,0
P003092,2025-07-01,22000.0,6008.2,0.2731,15991.8,0.7269,48,Revenda multimarca,2020,5,29,Autônomo,1600.0,132.0,Alugada,468.0,3,3,Não,0
P003093,2025-11-01,48300.0,18334.68,0.3796,29965.32,0.6204,60,Revenda multimarca,2025,0,45,CLT,4090.65,51.0,Própria,617.0,1,2,Não,0
P003094,2025-12-01,39200.0,5013.68,0.1279,34186.32,0.8721,48,Revenda multimarca,2014,11,32,CLT,6870.32,8.0,Familiar,554.0,1,1,Sim,0
P003095,2025-09-01,50700.0,15813.33,0.3119,34886.67,0.6881,24,Revenda multimarca,2025,0,51,CLT,4005.11,26.0,Familiar,560.0,1,2,Não,0
P003096,2025-09-01,31400.0,8179.7,0.2605,23220.3,0.7395,60,Digital,2024,1,24,Servidor público,5040.79,,Própria,697.0,0,0,Não,0
P003097,2025-09-01,48700.0,25411.66,0.5218,23288.34,0.4782,24,Concessionária,2017,8,34,CLT,6558.42,39.0,Financiada,726.0,2,0,Não,0
P003098,2025-12-01,25700.0,7213.99,0.2807,18486.01,0.7193,60,Concessionária,2019,6,38,CLT,2487.95,20.0,Alugada,560.0,0,3,Não,0
P003099,2025-07-01,48100.0,13492.05,0.2805,34607.95,0.7195,48,Concessionária,2020,5,37,CLT,4585.81,5.0,Própria,790.0,0,1,Não,0
P003100,2025-11-01,25500.0,2733.6,0.1072,22766.4,0.8928,48,Concessionária,2018,7,47,Autônomo,,37.0,Financiada,379.0,5,1,Sim,0
P003101,2025-10-01,31900.0,4708.44,0.1476,27191.56,0.8524,48,Concessionária,2022,3,69,Aposentado,13049.06,198.0,Alugada,634.0,0,2,Não,0
P003102,2025-07-01,23300.0,6099.94,0.2618,17200.06,0.7382,60,Correspondente bancário,2013,12,26,Autônomo,1744.13,5.0,Alugada,390.0,4,2,Não,0
P003103,2025-08-01,39300.0,2884.62,0.0734,36415.38,0.9266,60,Concessionária,2017,8,29,Autônomo,4418.91,10.0,Alugada,471.0,2,5,Sim,0
P003104,2025-09-01,40400.0,6742.76,0.1669,33657.24,0.8331,36,Concessionária,2020,5,41,Autônomo,2603.07,22.0,Alugada,630.0,1,5,Não,0
P003105,2025-10-01,37200.0,4125.48,0.1109,33074.52,0.8891,60,Digital,2022,3,38,Autônomo,3679.28,,Familiar,774.0,0,0,Não,0
P003106,2025-08-01,68100.0,19490.22,0.2862,48609.78,0.7138,36,Revenda multimarca,2019,6,30,Empresário,12357.84,,Alugada,711.0,0,1,Não,0
P003107,2025-10-01,44200.0,18537.48,0.4194,25662.52,0.5806,60,Revenda multimarca,2024,1,28,CLT,5923.3,69.0,Alugada,670.0,2,5,Não,0
P003108,2025-07-01,34100.0,5022.93,0.1473,29077.07,0.8527,60,Concessionária,2020,5,26,Autônomo,7100.82,58.0,Própria,770.0,0,0,Não,0
P003109,2025-07-01,22000.0,11248.6,0.5113,10751.4,0.4887,60,Revenda multimarca,2023,2,40,CLT,12114.9,18.0,Familiar,546.0,2,2,Não,0
P003110,2025-11-01,75600.0,30459.24,0.4029,45140.76,0.5971,48,Digital,2019,6,27,CLT,7065.88,,Financiada,699.0,0,0,Não,0
P003111,2025-10-01,26600.0,1569.4,0.059,25030.6,0.941,24,Revenda multimarca,2016,9,24,CLT,2245.23,36.0,Própria,202.0,5,10,Sim,0
P003112,2025-09-01,53900.0,5147.45,0.0955,48752.55,0.9045,60,Correspondente bancário,2023,2,43,Empresário,8058.42,5.0,Própria,691.0,0,1,Não,0
P003113,2025-08-01,32600.0,4528.14,0.1389,28071.86,0.8611,60,Concessionária,2020,5,35,Servidor público,4435.44,84.0,Própria,523.0,2,1,Não,0
P003114,2025-09-01,27800.0,4350.7,0.1565,23449.3,0.8435,60,Correspondente bancário,2023,2,48,CLT,6398.89,,Alugada,693.0,1,2,Não,0
P003115,2025-11-01,144400.0,27825.88,0.1927,116574.12,0.8073,60,Concessionária,2018,7,46,CLT,22565.2,39.0,Financiada,802.0,1,0,Não,0
P003116,2025-08-01,22000.0,7433.8,0.3379,14566.2,0.6621,36,Revenda multimarca,2017,8,57,Aposentado,2100.07,24.0,Própria,531.0,4,1,Não,0
P003117,2025-12-01,47700.0,9253.8,0.194,38446.2,0.806,36,Revenda multimarca,2024,1,33,CLT,11933.99,78.0,Própria,836.0,0,1,Não,0
P003118,2025-08-01,22000.0,440.0,0.02,21560.0,0.98,24,Digital,2018,7,36,Servidor público,2203.66,107.0,Financiada,138.0,5,1,Sim,0
P003119,2025-09-01,25400.0,2423.16,0.0954,22976.84,0.9046,48,Revenda multimarca,2014,11,45,CLT,2065.37,,Alugada,403.0,4,4,Sim,0
P003120,2025-11-01,33300.0,8135.19,0.2443,25164.81,0.7557,60,Digital,2020,5,40,CLT,9078.42,48.0,Alugada,719.0,0,0,Não,0
P003121,2025-10-01,22000.0,4065.6,0.1848,17934.4,0.8152,48,Revenda multimarca,2024,1,37,CLT,3360.53,,Própria,196.0,5,10,Não,0
P003122,2025-09-01,40800.0,9192.24,0.2253,31607.76,0.7747,36,Concessionária,2024,1,39,Servidor público,4407.54,104.0,Própria,772.0,0,2,Não,0
P003123,2025-11-01,26700.0,8026.02,0.3006,18673.98,0.6994,60,Revenda multimarca,2022,3,47,Autônomo,1600.0,20.0,Alugada,452.0,5,2,Não,0
P003124,2025-09-01,33200.0,8804.64,0.2652,24395.36,0.7348,60,Revenda multimarca,2020,5,35,CLT,1805.68,,Alugada,295.0,5,4,Não,0
P003125,2025-10-01,55300.0,21705.25,0.3925,33594.75,0.6075,48,Concessionária,2024,1,49,Autônomo,7152.96,62.0,Própria,759.0,0,2,Não,0
P003126,2025-10-01,57300.0,6663.99,0.1163,50636.01,0.8837,24,Revenda multimarca,2018,7,39,Autônomo,6019.27,29.0,Financiada,641.0,0,1,Não,0
P003127,2025-10-01,45700.0,10081.42,0.2206,35618.58,0.7794,36,Revenda multimarca,2025,0,56,CLT,2499.61,17.0,Alugada,406.0,4,2,Sim,0
P003128,2025-10-01,23900.0,5920.03,0.2477,17979.97,0.7523,48,Concessionária,2024,1,75,Aposentado,3383.39,112.0,Própria,347.0,4,6,Não,0
P003129,2025-10-01,37900.0,758.0,0.02,37142.0,0.98,48,Concessionária,2018,7,35,CLT,4225.0,44.0,Alugada,825.0,1,1,Não,0
P003130,2025-08-01,39100.0,15827.68,0.4048,23272.32,0.5952,36,Digital,2023,2,27,Autônomo,3086.24,4.0,Própria,626.0,0,2,Não,0
P003131,2025-09-01,40700.0,4713.06,0.1158,35986.94,0.8842,60,Correspondente bancário,2023,2,37,CLT,4588.54,5.0,Financiada,471.0,0,2,Sim,0
P003132,2025-09-01,30300.0,8905.17,0.2939,21394.83,0.7061,24,Correspondente bancário,2024,1,25,CLT,4891.45,30.0,Financiada,562.0,4,0,Não,0
P003133,2025-07-01,44900.0,4539.39,0.1011,40360.61,0.8989,48,Revenda multimarca,2023,2,27,CLT,7059.51,108.0,Alugada,564.0,0,1,Não,0
P003134,2025-07-01,41000.0,15965.4,0.3894,25034.6,0.6106,60,Concessionária,2023,2,25,Autônomo,2477.83,,Própria,625.0,2,2,Sim,0
P003135,2025-12-01,31900.0,15905.34,0.4986,15994.66,0.5014,24,Concessionária,2020,5,38,CLT,2635.26,60.0,Alugada,675.0,2,1,Não,0
P003136,2025-09-01,36800.0,4688.32,0.1274,32111.68,0.8726,24,Concessionária,2023,2,28,CLT,2047.42,58.0,Alugada,428.0,3,1,Não,0
P003137,2025-08-01,71300.0,24434.51,0.3427,46865.49,0.6573,36,Revenda multimarca,2023,2,35,CLT,5605.21,4.0,Financiada,661.0,1,0,Não,0
P003138,2025-09-01,47700.0,7846.65,0.1645,39853.35,0.8355,24,Digital,2016,9,30,Autônomo,3923.48,80.0,Alugada,634.0,0,0,Não,0
P003139,2025-10-01,22000.0,6360.2,0.2891,15639.8,0.7109,36,Concessionária,2013,12,51,Autônomo,2346.41,38.0,Familiar,390.0,2,1,Não,0
P003140,2025-10-01,81400.0,21139.58,0.2597,60260.42,0.7403,24,Correspondente bancário,2020,5,62,Aposentado,7259.18,40.0,Financiada,908.0,0,1,Não,0
P003141,2025-12-01,46100.0,12013.66,0.2606,34086.34,0.7394,48,Revenda multimarca,2022,3,26,CLT,3627.51,70.0,Familiar,540.0,0,0,Não,0
P003142,2025-12-01,53000.0,8336.9,0.1573,44663.1,0.8427,60,Concessionária,2023,2,45,CLT,4067.92,42.0,Alugada,537.0,1,3,Não,0
P003143,2025-09-01,22000.0,11204.6,0.5093,10795.4,0.4907,48,Revenda multimarca,2018,7,31,Autônomo,1908.01,12.0,Própria,373.0,5,5,Não,0
P003144,2025-07-01,67400.0,28085.58,0.4167,39314.42,0.5833,60,Concessionária,2020,5,27,CLT,9052.79,40.0,Familiar,491.0,1,1,Não,0
P003145,2025-12-01,30900.0,4359.99,0.1411,26540.01,0.8589,48,Digital,2015,10,40,CLT,3541.15,31.0,Familiar,534.0,3,5,Não,0
P003146,2025-09-01,25800.0,4140.9,0.1605,21659.1,0.8395,24,Correspondente bancário,2013,12,35,CLT,1610.78,37.0,Financiada,461.0,3,1,Não,0
P003147,2025-10-01,39100.0,12351.69,0.3159,26748.31,0.6841,60,Correspondente bancário,2019,6,27,Autônomo,2594.84,20.0,Financiada,454.0,1,2,Não,0
P003148,2025-08-01,34300.0,6424.39,0.1873,27875.61,0.8127,60,Revenda multimarca,2017,8,33,CLT,,6.0,Alugada,547.0,1,1,Não,0
P003149,2025-09-01,51400.0,6245.1,0.1215,45154.9,0.8785,60,Concessionária,2020,5,38,Empresário,7975.03,30.0,Financiada,149.0,5,4,Sim,0
P003150,2025-10-01,55600.0,15100.96,0.2716,40499.04,0.7284,48,Correspondente bancário,2021,4,32,CLT,4522.19,10.0,Familiar,254.0,5,2,Sim,0
P003151,2025-10-01,23300.0,6901.46,0.2962,16398.54,0.7038,24,Concessionária,2020,5,30,Autônomo,,49.0,Familiar,646.0,1,0,Não,0
P003152,2025-12-01,26700.0,4047.72,0.1516,22652.28,0.8484,60,Concessionária,2022,3,42,CLT,1600.0,54.0,Financiada,397.0,5,1,Não,0
P003153,2025-12-01,22400.0,8512.0,0.38,13888.0,0.62,36,Correspondente bancário,2021,4,39,CLT,2528.36,46.0,Familiar,419.0,4,4,Não,0
P003154,2025-09-01,26800.0,9170.96,0.3422,17629.04,0.6578,60,Concessionária,2023,2,46,Servidor público,7251.5,106.0,Alugada,485.0,3,1,Sim,0
P003155,2025-12-01,57400.0,1199.66,0.0209,56200.34,0.9791,36,Correspondente bancário,2025,0,39,Autônomo,4024.96,26.0,Alugada,552.0,1,2,Não,0
P003156,2025-08-01,38700.0,8831.34,0.2282,29868.66,0.7718,60,Revenda multimarca,2019,6,22,Autônomo,4105.01,48.0,Financiada,492.0,1,3,Não,0
P003157,2025-12-01,22000.0,8756.0,0.398,13244.0,0.602,36,Revenda multimarca,2013,12,45,Servidor público,3768.72,5.0,Alugada,818.0,0,1,Não,0
P003158,2025-12-01,47400.0,17149.32,0.3618,30250.68,0.6382,60,Concessionária,2023,2,35,CLT,7268.47,204.0,Financiada,792.0,1,0,Não,0
P003159,2025-12-01,33000.0,4507.8,0.1366,28492.2,0.8634,36,Correspondente bancário,2024,1,38,CLT,3230.29,47.0,Financiada,513.0,2,0,Não,0
P003160,2025-07-01,35400.0,7041.06,0.1989,28358.94,0.8011,36,Digital,2016,9,61,Autônomo,4023.85,29.0,Alugada,702.0,2,1,Não,0
P003161,2025-08-01,70200.0,8395.92,0.1196,61804.08,0.8804,60,Revenda multimarca,2025,0,58,CLT,5538.19,13.0,Própria,724.0,0,0,Não,0
P003162,2025-08-01,62300.0,13649.93,0.2191,48650.07,0.7809,48,Concessionária,2024,1,46,Autônomo,6245.56,32.0,Própria,741.0,0,1,Não,0
P003163,2025-10-01,22000.0,440.0,0.02,21560.0,0.98,36,Correspondente bancário,2021,4,38,CLT,1994.81,59.0,Familiar,216.0,5,3,Sim,0
P003164,2025-07-01,24700.0,3952.0,0.16,20748.0,0.84,60,Concessionária,2024,1,52,Aposentado,3318.89,74.0,Própria,699.0,0,1,Não,0
P003165,2025-10-01,46900.0,18619.3,0.397,28280.7,0.603,36,Revenda multimarca,2016,9,43,Empresário,5614.05,58.0,Própria,462.0,5,1,Sim,0
P003166,2025-09-01,47100.0,6532.77,0.1387,40567.23,0.8613,24,Concessionária,2017,8,43,CLT,2237.2,53.0,Financiada,419.0,0,6,Não,0
P003167,2025-09-01,80000.0,46384.0,0.5798,33616.0,0.4202,48,Concessionária,2019,6,52,Servidor público,8313.83,85.0,Alugada,387.0,4,2,Não,0
P003168,2025-07-01,60600.0,3732.96,0.0616,56867.04,0.9384,24,Concessionária,2024,1,71,Aposentado,5702.55,51.0,Financiada,554.0,1,2,Não,0
P003169,2025-07-01,35400.0,1762.92,0.0498,33637.08,0.9502,36,Revenda multimarca,2017,8,33,CLT,1778.69,67.0,Alugada,494.0,3,2,Sim,0
P003170,2025-07-01,28700.0,3151.26,0.1098,25548.74,0.8902,24,Digital,2018,7,35,CLT,5293.16,36.0,Própria,724.0,1,0,Não,0
P003171,2025-10-01,37900.0,4980.06,0.1314,32919.94,0.8686,36,Revenda multimarca,2023,2,36,Autônomo,2601.29,48.0,Familiar,648.0,2,0,Não,0
P003172,2025-07-01,22000.0,8349.0,0.3795,13651.0,0.6205,36,Revenda multimarca,2019,6,51,Autônomo,2203.79,11.0,Alugada,707.0,0,1,Não,0
P003173,2025-10-01,70000.0,10633.0,0.1519,59367.0,0.8481,60,Concessionária,2018,7,48,Autônomo,5919.38,66.0,Alugada,702.0,1,4,Não,0
P003174,2025-09-01,35900.0,9603.25,0.2675,26296.75,0.7325,60,Concessionária,2020,5,44,CLT,2914.27,10.0,Financiada,428.0,5,0,Não,0
P003175,2025-10-01,32600.0,2816.64,0.0864,29783.36,0.9136,48,Concessionária,2021,4,71,Autônomo,2986.3,0.0,Alugada,506.0,1,3,Não,0
P003176,2025-11-01,59700.0,12148.95,0.2035,47551.05,0.7965,60,Digital,2023,2,52,CLT,4149.87,37.0,Própria,683.0,1,0,Não,0
P003177,2025-08-01,22000.0,440.0,0.02,21560.0,0.98,36,Concessionária,2018,7,53,CLT,3193.27,29.0,Própria,387.0,3,2,Não,0
P003178,2025-11-01,39700.0,1957.21,0.0493,37742.79,0.9507,60,Digital,2021,4,55,CLT,9380.71,4.0,Alugada,329.0,4,2,Não,0
P003179,2025-07-01,33600.0,806.4,0.024,32793.6,0.976,60,Revenda multimarca,2020,5,41,CLT,1918.23,119.0,Alugada,489.0,1,0,Sim,0
P003180,2025-07-01,149700.0,48637.53,0.3249,101062.47,0.6751,48,Digital,2024,1,28,Empresário,13953.71,61.0,Familiar,833.0,0,1,Não,0
P003181,2025-08-01,39700.0,2636.08,0.0664,37063.92,0.9336,60,Correspondente bancário,2017,8,47,CLT,4104.81,24.0,Própria,799.0,1,1,Sim,0
P003182,2025-08-01,49300.0,8726.1,0.177,40573.9,0.823,60,Revenda multimarca,2019,6,73,Aposentado,2837.7,24.0,Financiada,309.0,4,5,Sim,0
P003183,2025-10-01,32100.0,10997.46,0.3426,21102.54,0.6574,60,Revenda multimarca,2016,9,30,Autônomo,2175.75,5.0,Própria,579.0,0,2,Sim,0
P003184,2025-07-01,46400.0,1090.4,0.0235,45309.6,0.9765,24,Concessionária,2023,2,49,CLT,5292.16,25.0,Financiada,427.0,1,1,Não,0
P003185,2025-09-01,39800.0,10594.76,0.2662,29205.24,0.7338,36,Concessionária,2020,5,28,CLT,5003.1,75.0,Alugada,718.0,0,0,Não,0
P003186,2025-12-01,74600.0,8041.88,0.1078,66558.12,0.8922,60,Concessionária,2019,6,23,Servidor público,6991.96,60.0,Própria,687.0,0,0,Sim,0
P003187,2025-10-01,85400.0,26474.0,0.31,58926.0,0.69,24,Digital,2023,2,33,CLT,4503.51,35.0,Própria,606.0,2,0,Não,0
P003188,2025-12-01,50600.0,10762.62,0.2127,39837.38,0.7873,36,Concessionária,2022,3,29,Servidor público,8055.39,33.0,Própria,649.0,1,2,Não,0
P003189,2025-11-01,53600.0,16069.28,0.2998,37530.72,0.7002,60,Correspondente bancário,2024,1,31,CLT,6992.3,28.0,Familiar,557.0,1,4,Não,0
P003190,2025-08-01,22600.0,3028.4,0.134,19571.6,0.866,36,Concessionária,2023,2,46,Autônomo,5470.93,111.0,Financiada,559.0,0,1,Sim,0
P003191,2025-07-01,22000.0,2510.2,0.1141,19489.8,0.8859,48,Digital,2018,7,29,Autônomo,,37.0,Financiada,231.0,5,2,Sim,0
P003192,2025-09-01,31500.0,8876.7,0.2818,22623.3,0.7182,60,Correspondente bancário,2019,6,33,CLT,4068.55,12.0,Própria,713.0,0,3,Não,0
P003193,2025-10-01,22000.0,2035.0,0.0925,19965.0,0.9075,48,Correspondente bancário,2014,11,24,CLT,,1.0,Financiada,508.0,1,1,Sim,0
P003194,2025-09-01,22000.0,5121.6,0.2328,16878.4,0.7672,60,Concessionária,2023,2,31,Empresário,3126.44,64.0,Alugada,506.0,1,1,Sim,0
P003195,2025-08-01,24700.0,494.0,0.02,24206.0,0.98,36,Revenda multimarca,2022,3,54,Servidor público,6714.59,,Própria,525.0,0,2,Não,0
P003196,2025-07-01,23300.0,10012.01,0.4297,13287.99,0.5703,48,Revenda multimarca,2024,1,31,CLT,1981.28,8.0,Alugada,299.0,2,5,Sim,0
