id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P001153,0.082335,6,APROVAR,0.0265,48,0.21
P001154,0.11614,4,NEGAR,,,
P001155,0.129663,4,NEGAR,,,
P001156,0.09222,5,APROVAR,0.0282,60,0.21
P001157,0.34032,1,NEGAR,,,
P001158,0.075578,6,APROVAR,0.0265,48,0.21
P001159,0.077186,6,APROVAR,0.0265,36,0.21
P001160,0.202877,3,NEGAR,,,
P001161,0.24883,2,NEGAR,,,
P001162,0.037086,9,APROVAR,0.0236,36,0.0
P001163,0.175934,3,NEGAR,,,
P001164,0.237557,2,NEGAR,,,
P001165,0.142458,4,NEGAR,,,
P001166,0.045083,8,APROVAR,0.0247,24,0.0
P001167,0.232001,2,NEGAR,,,
P001168,0.050592,8,APROVAR,0.0247,48,0.0
P001169,0.693981,1,NEGAR,,,
P001170,0.037387,9,APROVAR,0.0236,60,0.0
P001171,0.057787,7,APROVAR,0.0256,60,0.0
P001172,0.206377,3,NEGAR,,,
P001173,0.025335,10,APROVAR,0.0227,60,0.0
P001174,0.054137,8,APROVAR,0.0247,24,0.0
P001175,0.100931,5,APROVAR,0.0282,36,0.21
P001176,0.228078,2,NEGAR,,,
P001177,0.071557,6,APROVAR,0.0265,60,0.21
P001178,0.075572,6,APROVAR,0.0265,24,0.21
P001179,0.103051,5,APROVAR,0.0282,36,0.21
P001180,0.171265,3,NEGAR,,,
P001181,0.06398,7,APROVAR,0.0256,24,0.0
P001182,0.037706,9,APROVAR,0.0236,24,0.0
P001183,0.035683,10,APROVAR,0.0227,36,0.0
P001184,0.1588,3,NEGAR,,,
P001185,0.105408,5,APROVAR,0.0282,24,0.21
P001186,0.077882,6,APROVAR,0.0265,48,0.21
P001187,0.403229,1,NEGAR,,,
P001188,0.04864,8,APROVAR,0.0247,36,0.0
P001189,0.417703,1,NEGAR,,,
P001190,0.116018,4,NEGAR,,,
P001191,0.142882,3,NEGAR,,,
P001192,0.118146,4,NEGAR,,,
P001193,0.367146,1,NEGAR,,,
P001194,0.09831,5,APROVAR,0.0282,24,0.21
P001195,0.053038,8,APROVAR,0.0247,24,0.0
P001196,0.043058,9,APROVAR,0.0236,60,0.0
P001197,0.052405,8,APROVAR,0.0247,60,0.0
P001198,0.167106,3,NEGAR,,,
P001199,0.069061,6,APROVAR,0.0265,36,0.21
P001200,0.041964,9,APROVAR,0.0236,24,0.0
P001201,0.200557,3,NEGAR,,,
P001202,0.046106,8,APROVAR,0.0247,60,0.0
P001203,0.205446,3,NEGAR,,,
P001204,0.038192,9,APROVAR,0.0236,48,0.0
P001205,0.2646,2,NEGAR,,,
P001206,0.29895,2,NEGAR,,,
P001207,0.090028,5,APROVAR,0.0282,36,0.21
P001208,0.659817,1,NEGAR,,,
P001209,0.051009,8,APROVAR,0.0247,48,0.0
P001210,0.301945,1,NEGAR,,,
P001211,0.029206,10,APROVAR,0.0227,36,0.0
P001212,0.034127,10,APROVAR,0.0227,48,0.0
P001213,0.121509,4,NEGAR,,,
P001214,0.437453,1,NEGAR,,,
P001215,0.035413,10,APROVAR,0.0227,60,0.0
P001216,0.297672,2,NEGAR,,,
P001217,0.207091,3,NEGAR,,,
P001218,0.439522,1,NEGAR,,,
P001219,0.05297,8,APROVAR,0.0247,24,0.0
P001220,0.083157,6,APROVAR,0.0265,60,0.21
P001221,0.233647,2,NEGAR,,,
P001222,0.088521,5,APROVAR,0.0282,48,0.21
P001223,0.416766,1,NEGAR,,,
P001224,0.397962,1,NEGAR,,,
P001225,0.04113,9,APROVAR,0.0236,48,0.0
P001226,0.070302,6,APROVAR,0.0265,24,0.21
P001227,0.078245,6,APROVAR,0.0265,36,0.21
P001228,0.220925,2,NEGAR,,,
P001229,0.118717,4,NEGAR,,,
P001230,0.300351,2,NEGAR,,,
P001231,0.028315,10,APROVAR,0.0227,48,0.0
P001232,0.210152,2,NEGAR,,,
P001233,0.067006,6,APROVAR,0.0265,36,0.21
P001234,0.075109,6,APROVAR,0.0265,24,0.21
P001235,0.236065,2,NEGAR,,,
P001236,0.049242,8,APROVAR,0.0247,36,0.0
P001237,0.041271,9,APROVAR,0.0236,60,0.0
P001238,0.384321,1,NEGAR,,,
P001239,0.049485,8,APROVAR,0.0247,24,0.0
P001240,0.176365,3,NEGAR,,,
P001241,0.056223,7,APROVAR,0.0256,48,0.0
P001242,0.323462,1,NEGAR,,,
P001243,0.105564,5,APROVAR,0.0282,48,0.21
P001244,0.038244,9,APROVAR,0.0236,36,0.0
P001245,0.17961,3,NEGAR,,,
P001246,0.363668,1,NEGAR,,,
P001247,0.049501,8,APROVAR,0.0247,48,0.0
P001248,0.05667,7,APROVAR,0.0256,24,0.0
P001249,0.049555,8,APROVAR,0.0247,36,0.0
P001250,0.070285,6,APROVAR,0.0265,60,0.21
P001251,0.031378,10,APROVAR,0.0227,48,0.0
P001252,0.037565,9,APROVAR,0.0236,60,0.0
P001253,0.241922,2,NEGAR,,,
P001254,0.163545,3,NEGAR,,,
P001255,0.077414,6,APROVAR,0.0265,24,0.21
P001256,0.018931,10,APROVAR,0.0227,36,0.0
P001257,0.03612,10,APROVAR,0.0227,60,0.0
P001258,0.198454,3,NEGAR,,,
P001259,0.485836,1,NEGAR,,,
P001260,0.045808,8,APROVAR,0.0247,24,0.0
P001261,0.047688,8,APROVAR,0.0247,24,0.0
P001262,0.100409,5,APROVAR,0.0282,24,0.21
P001263,0.056811,7,APROVAR,0.0256,24,0.0
P001264,0.030878,10,APROVAR,0.0227,60,0.0
P001265,0.255451,2,NEGAR,,,
P001266,0.272752,2,NEGAR,,,
P001267,0.222962,2,NEGAR,,,
P001268,0.29365,2,NEGAR,,,
P001269,0.064708,7,APROVAR,0.0256,24,0.0
P001270,0.154367,3,NEGAR,,,
P001271,0.040798,9,APROVAR,0.0236,24,0.0
P001272,0.212826,2,NEGAR,,,
P001273,0.066306,6,APROVAR,0.0265,36,0.21
P001274,0.170558,3,NEGAR,,,
P001275,0.076871,6,APROVAR,0.0265,36,0.21
P001276,0.032533,10,APROVAR,0.0227,36,0.0
P001277,0.15303,3,NEGAR,,,
P001278,0.260555,2,NEGAR,,,
P001279,0.063557,7,APROVAR,0.0256,60,0.0
P001280,0.304741,1,NEGAR,,,
P001281,0.428116,1,NEGAR,,,
P001282,0.03605,10,APROVAR,0.0227,24,0.0
P001283,0.030951,10,APROVAR,0.0227,60,0.0
P001284,0.296844,2,NEGAR,,,
P001285,0.040074,9,APROVAR,0.0236,36,0.0
P001286,0.049009,8,APROVAR,0.0247,24,0.0
P001287,0.153143,3,NEGAR,,,
P001288,0.201358,3,NEGAR,,,
P001289,0.278691,2,NEGAR,,,
P001290,0.108383,4,NEGAR,,,
P001291,0.042529,9,APROVAR,0.0236,24,0.0
P001292,0.310991,1,NEGAR,,,
P001293,0.329775,1,NEGAR,,,
P001294,0.149147,3,NEGAR,,,
P001295,0.228224,2,NEGAR,,,
P001296,0.041115,9,APROVAR,0.0236,24,0.0
P001297,0.495631,1,NEGAR,,,
P001298,0.026998,10,APROVAR,0.0227,48,0.0
P001299,0.20603,3,NEGAR,,,
P001300,0.349603,1,NEGAR,,,
P001301,0.216111,2,NEGAR,,,
P001302,0.226183,2,NEGAR,,,
P001303,0.068872,6,APROVAR,0.0265,24,0.21
P001304,0.064344,7,APROVAR,0.0256,36,0.0
P001305,0.345968,1,NEGAR,,,
P001306,0.129094,4,NEGAR,,,
P001307,0.02935,10,APROVAR,0.0227,36,0.0
P001308,0.081231,6,APROVAR,0.0265,36,0.21
P001309,0.256443,2,NEGAR,,,
P001310,0.339353,1,NEGAR,,,
P001311,0.322024,1,NEGAR,,,
P001312,0.095779,5,APROVAR,0.0282,48,0.21
P001313,0.152702,3,NEGAR,,,
P001314,0.045782,8,APROVAR,0.0247,60,0.0
P001315,0.199672,3,NEGAR,,,
P001316,0.025941,10,APROVAR,0.0227,60,0.0
P001317,0.351051,1,NEGAR,,,
P001318,0.412629,1,NEGAR,,,
P001319,0.129272,4,NEGAR,,,
P001320,0.134972,4,NEGAR,,,
P001321,0.095149,5,APROVAR,0.0282,36,0.21
P001322,0.174482,3,NEGAR,,,
P001323,0.024249,10,APROVAR,0.0227,36,0.0
P001324,0.037885,9,APROVAR,0.0236,60,0.0
P001325,0.249676,2,NEGAR,,,
P001326,0.062782,7,APROVAR,0.0256,60,0.0
P001327,0.061552,7,APROVAR,0.0256,48,0.0
P001328,0.046869,8,APROVAR,0.0247,36,0.0
P001329,0.027107,10,APROVAR,0.0227,60,0.0
P001330,0.30884,1,NEGAR,,,
P001331,0.071178,6,APROVAR,0.0265,60,0.21
P001332,0.046045,8,APROVAR,0.0247,48,0.0
P001333,0.348175,1,NEGAR,,,
P001334,0.075418,6,APROVAR,0.0265,60,0.21
P001335,0.081605,6,APROVAR,0.0265,36,0.21
P001336,0.24207,2,NEGAR,,,
P001337,0.056776,7,APROVAR,0.0256,60,0.0
P001338,0.058135,7,APROVAR,0.0256,48,0.0
P001339,0.079766,6,APROVAR,0.0265,24,0.21
P001340,0.367108,1,NEGAR,,,
P001341,0.375766,1,NEGAR,,,
P001342,0.304915,1,NEGAR,,,
P001343,0.046161,8,APROVAR,0.0247,36,0.0
P001344,0.115849,4,NEGAR,,,
P001345,0.036553,10,APROVAR,0.0227,60,0.0
P001346,0.047143,8,APROVAR,0.0247,24,0.0
P001347,0.266412,2,NEGAR,,,
P001348,0.262403,2,NEGAR,,,
P001349,0.028152,10,APROVAR,0.0227,36,0.0
P001350,0.168046,3,NEGAR,,,
P001351,0.070481,6,APROVAR,0.0265,48,0.21
P001352,0.13946,4,NEGAR,,,
P001353,0.040122,9,APROVAR,0.0236,60,0.0
P001354,0.087889,5,APROVAR,0.0282,36,0.21
P001355,0.206338,3,NEGAR,,,
P001356,0.644832,1,NEGAR,,,
P001357,0.385632,1,NEGAR,,,
P001358,0.498438,1,NEGAR,,,
P001359,0.298072,2,NEGAR,,,
P001360,0.244961,2,NEGAR,,,
P001361,0.114188,4,NEGAR,,,
P001362,0.245006,2,NEGAR,,,
P001363,0.035347,10,APROVAR,0.0227,48,0.0
P001364,0.044429,9,APROVAR,0.0236,36,0.0
P001365,0.040572,9,APROVAR,0.0236,48,0.0
P001366,0.027314,10,APROVAR,0.0227,60,0.0
P001367,0.03821,9,APROVAR,0.0236,48,0.0
P001368,0.092794,5,APROVAR,0.0282,48,0.21
P001369,0.576602,1,NEGAR,,,
P001370,0.643193,1,NEGAR,,,
P001371,0.176723,3,NEGAR,,,
P001372,0.232249,2,NEGAR,,,
P001373,0.249697,2,NEGAR,,,
P001374,0.256236,2,NEGAR,,,
P001375,0.040302,9,APROVAR,0.0236,60,0.0
P001376,0.50743,1,NEGAR,,,
P001377,0.056723,7,APROVAR,0.0256,48,0.0
P001378,0.093418,5,APROVAR,0.0282,36,0.21
P001379,0.115489,4,NEGAR,,,
P001380,0.056631,7,APROVAR,0.0256,60,0.0
P001381,0.036846,10,APROVAR,0.0227,48,0.0
P001382,0.157122,3,NEGAR,,,
P001383,0.290778,2,NEGAR,,,
P001384,0.318605,1,NEGAR,,,
P001385,0.150666,3,NEGAR,,,
P001386,0.039701,9,APROVAR,0.0236,36,0.0
P001387,0.225681,2,NEGAR,,,
P001388,0.081906,6,APROVAR,0.0265,36,0.21
P001389,0.190785,3,NEGAR,,,
P001390,0.091712,5,APROVAR,0.0282,48,0.21
P001391,0.19748,3,NEGAR,,,
P001392,0.215267,2,NEGAR,,,
P001393,0.230255,2,NEGAR,,,
P001394,0.050441,8,APROVAR,0.0247,24,0.0
P001395,0.031913,10,APROVAR,0.0227,60,0.0
P001396,0.093581,5,APROVAR,0.0282,24,0.21
P001397,0.050492,8,APROVAR,0.0247,24,0.0
P001398,0.333541,1,NEGAR,,,
P001399,0.194065,3,NEGAR,,,
P001400,0.074221,6,APROVAR,0.0265,60,0.21
P001401,0.050274,8,APROVAR,0.0247,48,0.0
P001402,0.144605,3,NEGAR,,,
P001403,0.04272,9,APROVAR,0.0236,24,0.0
P001404,0.074524,6,APROVAR,0.0265,60,0.21
P001405,0.302363,1,NEGAR,,,
P001406,0.02186,10,APROVAR,0.0227,36,0.0
P001407,0.572298,1,NEGAR,,,
P001408,0.048223,8,APROVAR,0.0247,60,0.0
P001409,0.201749,3,NEGAR,,,
P001410,0.062315,7,APROVAR,0.0256,60,0.0
P001411,0.059568,7,APROVAR,0.0256,24,0.0
P001412,0.02579,10,APROVAR,0.0227,36,0.0
P001413,0.322906,1,NEGAR,,,
P001414,0.066987,6,APROVAR,0.0265,24,0.21
P001415,0.039637,9,APROVAR,0.0236,36,0.0
P001416,0.068401,6,APROVAR,0.0265,24,0.21
P001417,0.24109,2,NEGAR,,,
P001418,0.07937,6,APROVAR,0.0265,36,0.21
P001419,0.035573,10,APROVAR,0.0227,24,0.0
P001420,0.065659,7,APROVAR,0.0256,48,0.0
P001421,0.069979,6,APROVAR,0.0265,36,0.21
P001422,0.135139,4,NEGAR,,,
P001423,0.21492,2,NEGAR,,,
P001424,0.132604,4,NEGAR,,,
P001425,0.027754,10,APROVAR,0.0227,48,0.0
P001426,0.054406,7,APROVAR,0.0256,24,0.0
P001427,0.155421,3,NEGAR,,,
P001428,0.248823,2,NEGAR,,,
P001429,0.075503,6,APROVAR,0.0265,60,0.21
P001430,0.113868,4,NEGAR,,,
P001431,0.072104,6,APROVAR,0.0265,36,0.21
P001432,0.274584,2,NEGAR,,,
P001433,0.027091,10,APROVAR,0.0227,60,0.0
P001434,0.282195,2,NEGAR,,,
P001435,0.055231,7,APROVAR,0.0256,48,0.0
P001436,0.028902,10,APROVAR,0.0227,48,0.0
P001437,0.209936,2,NEGAR,,,
P001438,0.034888,10,APROVAR,0.0227,48,0.0
P001439,0.024399,10,APROVAR,0.0227,60,0.0
P001440,0.053078,8,APROVAR,0.0247,48,0.0
P001441,0.144445,3,NEGAR,,,
P001442,0.182409,3,NEGAR,,,
P001443,0.059562,7,APROVAR,0.0256,24,0.0
P001444,0.04974,8,APROVAR,0.0247,24,0.0
P001445,0.070241,6,APROVAR,0.0265,60,0.21
P001446,0.160446,3,NEGAR,,,
P001447,0.456133,1,NEGAR,,,
P001448,0.158409,3,NEGAR,,,
P001449,0.317939,1,NEGAR,,,
P001450,0.047823,8,APROVAR,0.0247,36,0.0
P001451,0.19547,3,NEGAR,,,
P001452,0.354277,1,NEGAR,,,
P001453,0.043135,9,APROVAR,0.0236,36,0.0
P001454,0.040145,9,APROVAR,0.0236,24,0.0
P001455,0.03922,9,APROVAR,0.0236,48,0.0
P001456,0.07426,6,APROVAR,0.0265,48,0.21
P001457,0.038745,9,APROVAR,0.0236,48,0.0
P001458,0.229545,2,NEGAR,,,
P001459,0.356135,1,NEGAR,,,
P001460,0.321917,1,NEGAR,,,
P001461,0.067339,6,APROVAR,0.0265,36,0.21
P001462,0.243231,2,NEGAR,,,
P001463,0.036566,10,APROVAR,0.0227,60,0.0
P001464,0.328658,1,NEGAR,,,
P001465,0.208761,3,NEGAR,,,
P001466,0.033053,10,APROVAR,0.0227,24,0.0
P001467,0.047059,8,APROVAR,0.0247,60,0.0
P001468,0.028931,10,APROVAR,0.0227,48,0.0
P001469,0.083623,6,APROVAR,0.0265,48,0.21
P001470,0.229589,2,NEGAR,,,
P001471,0.301868,1,NEGAR,,,
P001472,0.058973,7,APROVAR,0.0256,60,0.0
P001473,0.037904,9,APROVAR,0.0236,36,0.0
P001474,0.030475,10,APROVAR,0.0227,60,0.0
P001475,0.114547,4,NEGAR,,,
P001476,0.033489,10,APROVAR,0.0227,36,0.0
P001477,0.033396,10,APROVAR,0.0227,48,0.0
P001478,0.397702,1,NEGAR,,,
P001479,0.087229,5,APROVAR,0.0282,60,0.21
P001480,0.2657,2,NEGAR,,,
P001481,0.207504,3,NEGAR,,,
P001482,0.038152,9,APROVAR,0.0236,36,0.0
P001483,0.055435,7,APROVAR,0.0256,60,0.0
P001484,0.145103,3,NEGAR,,,
P001485,0.123025,4,NEGAR,,,
P001486,0.049892,8,APROVAR,0.0247,36,0.0
P001487,0.050156,8,APROVAR,0.0247,36,0.0
P001488,0.085561,5,APROVAR,0.0282,36,0.21
P001489,0.074269,6,APROVAR,0.0265,36,0.21
P001490,0.075636,6,APROVAR,0.0265,36,0.21
P001491,0.027735,10,APROVAR,0.0227,24,0.0
P001492,0.046559,8,APROVAR,0.0247,48,0.0
P001493,0.236893,2,NEGAR,,,
P001494,0.060126,7,APROVAR,0.0256,60,0.0
P001495,0.038881,9,APROVAR,0.0236,48,0.0
P001496,0.045987,8,APROVAR,0.0247,48,0.0
P001497,0.050817,8,APROVAR,0.0247,36,0.0
P001498,0.095016,5,APROVAR,0.0282,24,0.21
P001499,0.077843,6,APROVAR,0.0265,24,0.21
P001500,0.061569,7,APROVAR,0.0256,36,0.0
P001501,0.034194,10,APROVAR,0.0227,36,0.0
P001502,0.130353,4,NEGAR,,,
P001503,0.046964,8,APROVAR,0.0247,24,0.0
P001504,0.32473,1,NEGAR,,,
P001505,0.101808,5,APROVAR,0.0282,48,0.21
P001506,0.057797,7,APROVAR,0.0256,36,0.0
P001507,0.10487,5,APROVAR,0.0282,36,0.21
P001508,0.025948,10,APROVAR,0.0227,60,0.0
P001509,0.1169,4,NEGAR,,,
P001510,0.452717,1,NEGAR,,,
P001511,0.108546,4,NEGAR,,,
P001512,0.033105,10,APROVAR,0.0227,48,0.0
P001513,0.282668,2,NEGAR,,,
P001514,0.201589,3,NEGAR,,,
P001515,0.138166,4,NEGAR,,,
P001516,0.254232,2,NEGAR,,,
P001517,0.053579,8,APROVAR,0.0247,60,0.0
P001518,0.519371,1,NEGAR,,,
P001519,0.099806,5,APROVAR,0.0282,36,0.21
P001520,0.143874,3,NEGAR,,,
P001521,0.030438,10,APROVAR,0.0227,60,0.0
P001522,0.191496,3,NEGAR,,,
P001523,0.031534,10,APROVAR,0.0227,36,0.0
P001524,0.033001,10,APROVAR,0.0227,48,0.0
P001525,0.11944,4,NEGAR,,,
P001526,0.21019,2,NEGAR,,,
P001527,0.577423,1,NEGAR,,,
P001528,0.192378,3,NEGAR,,,
P001529,0.034395,10,APROVAR,0.0227,36,0.0
P001530,0.160413,3,NEGAR,,,
P001531,0.275764,2,NEGAR,,,
P001532,0.043406,9,APROVAR,0.0236,36,0.0
P001533,0.29575,2,NEGAR,,,
P001534,0.292879,2,NEGAR,,,
P001535,0.036532,10,APROVAR,0.0227,48,0.0
P001536,0.047268,8,APROVAR,0.0247,24,0.0
P001537,0.429549,1,NEGAR,,,
P001538,0.070778,6,APROVAR,0.0265,60,0.21
P001539,0.044576,9,APROVAR,0.0236,48,0.0
P001540,0.034167,10,APROVAR,0.0227,24,0.0
P001541,0.04306,9,APROVAR,0.0236,60,0.0
P001542,0.085261,5,APROVAR,0.0282,48,0.21
P001543,0.062425,7,APROVAR,0.0256,24,0.0
P001544,0.590323,1,NEGAR,,,
P001545,0.036098,10,APROVAR,0.0227,24,0.0
P001546,0.038931,9,APROVAR,0.0236,48,0.0
P001547,0.15619,3,NEGAR,,,
P001548,0.080512,6,APROVAR,0.0265,48,0.21
P001549,0.053415,8,APROVAR,0.0247,36,0.0
P001550,0.510028,1,NEGAR,,,
P001551,0.034055,10,APROVAR,0.0227,24,0.0
P001552,0.053613,8,APROVAR,0.0247,48,0.0
P001553,0.052756,8,APROVAR,0.0247,36,0.0
P001554,0.049555,8,APROVAR,0.0247,60,0.0
P001555,0.119748,4,NEGAR,,,
P001556,0.043766,9,APROVAR,0.0236,48,0.0
P001557,0.227334,2,NEGAR,,,
P001558,0.141559,4,NEGAR,,,
P001559,0.122587,4,NEGAR,,,
P001560,0.108133,4,NEGAR,,,
P001561,0.037059,9,APROVAR,0.0236,48,0.0
P001562,0.122716,4,NEGAR,,,
P001563,0.046786,8,APROVAR,0.0247,60,0.0
P001564,0.462138,1,NEGAR,,,
P001565,0.289666,2,NEGAR,,,
P001566,0.051769,8,APROVAR,0.0247,48,0.0
P001567,0.09486,5,APROVAR,0.0282,24,0.21
P001568,0.044926,8,APROVAR,0.0247,36,0.0
P001569,0.045066,8,APROVAR,0.0247,60,0.0
P001570,0.036641,10,APROVAR,0.0227,24,0.0
P001571,0.313271,1,NEGAR,,,
P001572,0.089785,5,APROVAR,0.0282,60,0.21
P001573,0.075175,6,APROVAR,0.0265,48,0.21
P001574,0.089357,5,APROVAR,0.0282,60,0.21
P001575,0.036306,10,APROVAR,0.0227,36,0.0
P001576,0.030052,10,APROVAR,0.0227,48,0.0
P001577,0.102623,5,APROVAR,0.0282,24,0.21
P001578,0.130634,4,NEGAR,,,
P001579,0.030609,10,APROVAR,0.0227,36,0.0
P001580,0.051741,8,APROVAR,0.0247,48,0.0
P001581,0.094172,5,APROVAR,0.0282,48,0.21
P001582,0.324884,1,NEGAR,,,
P001583,0.138255,4,NEGAR,,,
P001584,0.039443,9,APROVAR,0.0236,24,0.0
P001585,0.042548,9,APROVAR,0.0236,36,0.0
P001586,0.218001,2,NEGAR,,,
P001587,0.045317,8,APROVAR,0.0247,24,0.0
P001588,0.253897,2,NEGAR,,,
P001589,0.213404,2,NEGAR,,,
P001590,0.177032,3,NEGAR,,,
P001591,0.256499,2,NEGAR,,,
P001592,0.048945,8,APROVAR,0.0247,36,0.0
P001593,0.038195,9,APROVAR,0.0236,60,0.0
P001594,0.047184,8,APROVAR,0.0247,48,0.0
P001595,0.347213,1,NEGAR,,,
P001596,0.030352,10,APROVAR,0.0227,48,0.0
P001597,0.156148,3,NEGAR,,,
P001598,0.044607,9,APROVAR,0.0236,24,0.0
P001599,0.059655,7,APROVAR,0.0256,48,0.0
P001600,0.036858,10,APROVAR,0.0227,48,0.0
P001601,0.479382,1,NEGAR,,,
P001602,0.389765,1,NEGAR,,,
P001603,0.037023,9,APROVAR,0.0236,36,0.0
P001604,0.319935,1,NEGAR,,,
P001605,0.030883,10,APROVAR,0.0227,48,0.0
P001606,0.296688,2,NEGAR,,,
P001607,0.082427,6,APROVAR,0.0265,48,0.21
P001608,0.077489,6,APROVAR,0.0265,60,0.21
P001609,0.032278,10,APROVAR,0.0227,36,0.0
P001610,0.083181,6,APROVAR,0.0265,48,0.21
P001611,0.039808,9,APROVAR,0.0236,48,0.0
P001612,0.062133,7,APROVAR,0.0256,48,0.0
P001613,0.038743,9,APROVAR,0.0236,60,0.0
P001614,0.378886,1,NEGAR,,,
P001615,0.025844,10,APROVAR,0.0227,60,0.0
P001616,0.275149,2,NEGAR,,,
P001617,0.265949,2,NEGAR,,,
P001618,0.154432,3,NEGAR,,,
P001619,0.053262,8,APROVAR,0.0247,36,0.0
P001620,0.043174,9,APROVAR,0.0236,36,0.0
P001621,0.240865,2,NEGAR,,,
P001622,0.26171,2,NEGAR,,,
P001623,0.077761,6,APROVAR,0.0265,24,0.21
P001624,0.265459,2,NEGAR,,,
P001625,0.096445,5,APROVAR,0.0282,24,0.21
P001626,0.041725,9,APROVAR,0.0236,60,0.0
P001627,0.120807,4,NEGAR,,,
P001628,0.67474,1,NEGAR,,,
P001629,0.062738,7,APROVAR,0.0256,60,0.0
P001630,0.192294,3,NEGAR,,,
P001631,0.09436,5,APROVAR,0.0282,48,0.21
P001632,0.300998,2,NEGAR,,,
P001633,0.47473,1,NEGAR,,,
P001634,0.05853,7,APROVAR,0.0256,36,0.0
P001635,0.295182,2,NEGAR,,,
P001636,0.066592,6,APROVAR,0.0265,24,0.21
P001637,0.102094,5,APROVAR,0.0282,24,0.21
P001638,0.07092,6,APROVAR,0.0265,60,0.21
P001639,0.040003,9,APROVAR,0.0236,36,0.0
P001640,0.042597,9,APROVAR,0.0236,60,0.0
P001641,0.143812,3,NEGAR,,,
P001642,0.033461,10,APROVAR,0.0227,60,0.0
P001643,0.034006,10,APROVAR,0.0227,60,0.0
P001644,0.032167,10,APROVAR,0.0227,60,0.0
P001645,0.202844,3,NEGAR,,,
P001646,0.119795,4,NEGAR,,,
P001647,0.109923,4,NEGAR,,,
P001648,0.032808,10,APROVAR,0.0227,60,0.0
P001649,0.043149,9,APROVAR,0.0236,36,0.0
P001650,0.145796,3,NEGAR,,,
P001651,0.070836,6,APROVAR,0.0265,24,0.21
P001652,0.21494,2,NEGAR,,,
P001653,0.035815,10,APROVAR,0.0227,60,0.0
P001654,0.141094,4,NEGAR,,,
P001655,0.096099,5,APROVAR,0.0282,36,0.21
P001656,0.031574,10,APROVAR,0.0227,48,0.0
P001657,0.240955,2,NEGAR,,,
P001658,0.048682,8,APROVAR,0.0247,60,0.0
P001659,0.213563,2,NEGAR,,,
P001660,0.056346,7,APROVAR,0.0256,48,0.0
P001661,0.77385,1,NEGAR,,,
P001662,0.048896,8,APROVAR,0.0247,24,0.0
P001663,0.092052,5,APROVAR,0.0282,36,0.21
P001664,0.051161,8,APROVAR,0.0247,36,0.0
P001665,0.041952,9,APROVAR,0.0236,24,0.0
P001666,0.192891,3,NEGAR,,,
P001667,0.337179,1,NEGAR,,,
P001668,0.061351,7,APROVAR,0.0256,36,0.0
P001669,0.428028,1,NEGAR,,,
P001670,0.383653,1,NEGAR,,,
P001671,0.067388,6,APROVAR,0.0265,24,0.21
P001672,0.174306,3,NEGAR,,,
P001673,0.210182,2,NEGAR,,,
P001674,0.053964,8,APROVAR,0.0247,36,0.0
P001675,0.419556,1,NEGAR,,,
P001676,0.27007,2,NEGAR,,,
P001677,0.170852,3,NEGAR,,,
P001678,0.146772,3,NEGAR,,,
P001679,0.371603,1,NEGAR,,,
P001680,0.06431,7,APROVAR,0.0256,48,0.0
P001681,0.0433,9,APROVAR,0.0236,60,0.0
P001682,0.292834,2,NEGAR,,,
P001683,0.203723,3,NEGAR,,,
P001684,0.038878,9,APROVAR,0.0236,36,0.0
P001685,0.061472,7,APROVAR,0.0256,48,0.0
P001686,0.302644,1,NEGAR,,,
P001687,0.035616,10,APROVAR,0.0227,36,0.0
P001688,0.148948,3,NEGAR,,,
P001689,0.071504,6,APROVAR,0.0265,48,0.21
P001690,0.295153,2,NEGAR,,,
P001691,0.155059,3,NEGAR,,,
P001692,0.17159,3,NEGAR,,,
P001693,0.038126,9,APROVAR,0.0236,48,0.0
P001694,0.076362,6,APROVAR,0.0265,24,0.21
P001695,0.071151,6,APROVAR,0.0265,36,0.21
P001696,0.136588,4,NEGAR,,,
P001697,0.081322,6,APROVAR,0.0265,36,0.21
P001698,0.266593,2,NEGAR,,,
P001699,0.190855,3,NEGAR,,,
P001700,0.392443,1,NEGAR,,,
P001701,0.043406,9,APROVAR,0.0236,48,0.0
P001702,0.073738,6,APROVAR,0.0265,24,0.21
P001703,0.044919,8,APROVAR,0.0247,48,0.0
P001704,0.069143,6,APROVAR,0.0265,36,0.21
P001705,0.307183,1,NEGAR,,,
P001706,0.063814,7,APROVAR,0.0256,60,0.0
P001707,0.063478,7,APROVAR,0.0256,36,0.0
P001708,0.023638,10,APROVAR,0.0227,24,0.0
P001709,0.345377,1,NEGAR,,,
P001710,0.033743,10,APROVAR,0.0227,24,0.0
P001711,0.044414,9,APROVAR,0.0236,48,0.0
P001712,0.297721,2,NEGAR,,,
P001713,0.147474,3,NEGAR,,,
P001714,0.082895,6,APROVAR,0.0265,24,0.21
P001715,0.053549,8,APROVAR,0.0247,48,0.0
P001716,0.294969,2,NEGAR,,,
P001717,0.050473,8,APROVAR,0.0247,48,0.0
P001718,0.101978,5,APROVAR,0.0282,60,0.21
P001719,0.123996,4,NEGAR,,,
P001720,0.038539,9,APROVAR,0.0236,36,0.0
P001721,0.068965,6,APROVAR,0.0265,48,0.21
P001722,0.100458,5,APROVAR,0.0282,36,0.21
P001723,0.255855,2,NEGAR,,,
P001724,0.042184,9,APROVAR,0.0236,60,0.0
P001725,0.088745,5,APROVAR,0.0282,48,0.21
