id_proposta,faixa,valor_financiado,pd,fator_ead,ead,lgd,perda_esperada,perda_pct
P002708,8,37912.24,0.051137,1.013,38405.09912,0.684587,1344.467993,0.035463
P002709,10,30092.36,0.027487,0.98,29490.5128,0.599587,486.035393,0.016151
P002710,9,35671.44,0.039621,1.015,36206.5116,0.763587,1095.402812,0.030708
P002711,8,26601.72,0.046133,1.02,27133.7544,0.719587,900.745958,0.03386
P002712,4,35033.6,0.10793,1.027,35979.5072,0.923587,3586.518507,0.102374
P002713,9,34191.8,0.038866,1.041,35593.6638,0.611587,846.067687,0.024745
P002714,10,52013.04,0.032925,1.003,52169.07912,0.637587,1095.174872,0.021056
P002715,4,20912.9,0.109517,1.027,21477.5483,0.586587,1379.748669,0.065976
P002716,10,73076.4,0.032199,1.042,76145.6088,0.679587,1666.213991,0.022801
P002717,2,22492.96,0.230314,1.013,22785.36848,0.832587,4369.23737,0.194249
P002718,2,20163.0,0.23191,1.002,20203.326,0.672587,3151.311239,0.156292
P002719,10,13040.65,0.034642,0.98,12779.837,0.857587,379.67417,0.029115
P002720,2,28726.95,0.226658,1.04,29876.028,0.763587,5170.729168,0.179996
P002721,9,22684.9,0.039091,1.032,23410.8168,0.719587,658.5353,0.02903
P002722,2,20660.2,0.243935,1.027,21218.0254,0.923587,4780.312655,0.231378
P002723,6,32478.55,0.074973,1.04,33777.692,0.667587,1690.614715,0.052053
P002724,10,65713.99,0.032954,1.027,67488.26773,0.586587,1304.555422,0.019852
P002725,3,41195.82,0.174034,1.027,42308.10714,0.762587,5614.950757,0.136299
P002726,10,29225.82,0.035969,1.04,30394.8528,0.427587,467.474747,0.015995
P002727,6,18605.4,0.069814,1.013,18847.2702,0.763587,1004.734405,0.054002
P002728,5,20608.92,0.090944,1.032,21268.40544,0.915587,1770.964949,0.085932
P002729,8,35713.43,0.051687,1.041,37177.68063,0.611587,1175.218262,0.032907
P002730,8,59217.74,0.04753,1.04,61586.4496,0.667587,1954.176156,0.033
P002731,7,51183.0,0.065013,1.013,51848.379,0.667587,2250.328862,0.043966
P002732,10,34243.6,0.022851,0.98,33558.728,0.599587,459.799049,0.013427
P002733,4,18009.2,0.111594,1.015,18279.338,0.588587,1200.634546,0.066668
P002734,3,26816.94,0.155595,1.04,27889.6176,0.684587,2970.754454,0.110779
P002735,2,21560.0,0.27042,1.038,22379.28,0.600587,3634.626874,0.168582
P002736,10,128120.84,0.023889,1.013,129786.41092,0.667587,2069.83348,0.016155
P002737,7,48995.8,0.066276,1.04,50955.632,0.763587,2578.752338,0.052632
P002738,7,17554.88,0.054257,0.995,17467.1056,0.719587,681.961651,0.038847
P002739,3,16634.24,0.15473,0.995,16551.0688,0.832587,2132.214674,0.128182
P002740,4,56826.48,0.110553,1.038,58985.88624,0.672587,4385.986043,0.077182
P002741,1,41944.0,0.33697,1.038,43537.872,0.762587,11187.86338,0.266733
P002742,2,24319.68,0.244177,1.041,25316.78688,0.915587,5659.949503,0.232731
P002743,3,42981.5,0.153332,1.027,44142.0005,0.751587,5087.041444,0.118354
P002744,10,42190.92,0.035332,1.021,43076.92932,0.599587,912.56308,0.021629
P002745,1,30255.41,0.353613,1.038,31405.11558,0.762587,8468.724576,0.279908
P002746,4,30248.95,0.115506,1.042,31519.4059,0.751587,2736.27645,0.090459
P002747,3,32274.37,0.201222,1.003,32371.19311,0.586587,3820.901443,0.118388
P002748,2,25273.46,0.210699,1.027,25955.84342,0.762587,4170.481581,0.165014
P002749,4,25202.52,0.121199,1.024,25807.38048,0.599587,1875.406922,0.074413
P002750,1,21560.0,0.469146,1.027,22142.12,0.751587,7807.389582,0.362124
P002751,8,117529.08,0.045183,1.04,122230.2432,0.667587,3686.917985,0.03137
P002752,9,58545.76,0.038644,1.024,59950.85824,0.427587,990.618657,0.01692
P002753,10,20789.24,0.032402,1.04,21620.8096,0.427587,299.553559,0.014409
P002754,6,18978.12,0.083729,1.027,19490.52924,0.766587,1251.005434,0.065918
P002755,7,20945.59,0.055462,1.041,21804.35919,0.611587,739.5943,0.03531
P002756,10,20379.53,0.033152,1.015,20685.22295,0.667587,457.799938,0.022464
P002757,10,26215.38,0.035015,1.037,27185.34906,0.586587,558.369079,0.021299
P002758,10,24179.4,0.033337,1.021,24687.1674,0.599587,493.452173,0.020408
P002759,9,48282.9,0.038253,1.02,49248.558,0.611587,1152.185621,0.023863
P002760,9,20154.9,0.041342,1.021,20578.1529,0.643587,547.524435,0.027166
P002761,10,24741.12,0.032738,1.027,25409.13024,0.586587,487.9526,0.019722
P002762,8,35921.4,0.047406,1.015,36460.221,0.667587,1153.878049,0.032122
P002763,10,35083.7,0.035454,1.013,35539.7881,0.684587,862.590751,0.024587
P002764,6,24573.92,0.083481,1.038,25507.72896,0.923587,1966.705853,0.080032
P002765,8,25221.56,0.045682,1.04,26230.4224,0.684587,820.310865,0.032524
P002766,6,21939.52,0.070766,1.015,22268.6128,0.588587,927.532647,0.042277
P002767,1,12441.0,0.364883,0.98,12192.18,0.520587,2315.943841,0.186154
P002768,1,30405.6,0.455568,1.04,31621.824,0.832587,11994.14589,0.394472
P002769,2,16794.8,0.267254,1.02,17130.696,0.532587,2438.314996,0.145183
P002770,3,35604.0,0.188547,1.032,36743.328,0.915587,6343.057355,0.178156
P002771,2,30761.4,0.234386,1.038,31930.3332,0.923587,6912.14146,0.224702
P002772,2,63184.2,0.265848,1.042,65837.9364,0.751587,13154.917054,0.208199
P002773,8,66908.79,0.049965,1.015,67912.42185,0.832587,2825.158454,0.042224
P002774,9,24678.72,0.043656,0.98,24185.1456,0.643587,679.521271,0.027535
P002775,1,29318.64,0.333034,1.042,30550.02288,0.841587,8562.475059,0.292049
P002776,6,44303.05,0.074181,1.04,46075.172,0.763587,2609.866442,0.058909
P002777,1,16984.0,0.495544,1.032,17527.488,0.640587,5563.901221,0.327597
P002778,9,42409.2,0.042264,1.04,44105.568,0.832587,1551.994513,0.036596
P002779,6,13677.4,0.07912,1.037,14183.4638,0.507587,569.608618,0.041646
P002780,2,29694.0,0.293116,1.002,29753.388,0.672587,5865.750597,0.19754
P002781,8,34651.8,0.046761,1.032,35760.6576,0.832587,1392.242435,0.040178
P002782,3,21403.8,0.171321,1.04,22259.952,0.832587,3175.157739,0.148346
P002783,4,57542.67,0.135182,0.995,57254.95665,0.832587,6444.093079,0.111988
P002784,4,18113.88,0.10805,1.027,18602.95476,0.674587,1355.952469,0.074857
P002785,6,35336.28,0.073653,1.027,36290.35956,0.679587,1816.460922,0.051405
P002786,9,32410.44,0.03823,1.02,33058.6488,0.753587,952.415267,0.029386
P002787,8,19482.84,0.050309,1.013,19736.11692,0.832587,826.676461,0.042431
P002788,1,26110.0,0.434906,1.041,27180.51,0.832587,9841.985195,0.376943
P002789,5,12889.8,0.102551,1.024,13199.1552,0.643587,871.147336,0.067584
P002790,6,13632.72,0.082321,0.98,13360.0656,0.599587,659.437166,0.048372
P002791,5,46392.86,0.091585,1.041,48294.96726,0.611587,2705.103359,0.058309
P002792,8,15528.89,0.05043,1.037,16103.45893,0.637587,517.78359,0.033343
P002793,10,41137.56,0.031387,1.013,41672.34828,0.667587,873.190233,0.021226
P002794,10,49258.53,0.03236,0.995,49012.23735,0.611587,969.986971,0.019692
P002795,5,52364.34,0.090575,0.98,51317.0532,0.643587,2991.410813,0.057127
P002796,1,16394.11,0.335735,1.032,16918.72152,0.753587,4280.528696,0.261102
P002797,9,26281.8,0.039695,1.015,26676.027,0.763587,808.563731,0.030765
P002798,8,32547.9,0.053896,1.013,32971.0227,0.832587,1479.505341,0.045456
P002799,2,20988.0,0.229068,1.038,21785.544,0.923587,4609.039767,0.219604
P002800,4,48908.08,0.121479,1.038,50766.58704,0.841587,5190.124634,0.10612
P002801,2,8730.38,0.269493,1.024,8939.90912,0.643587,1550.556482,0.177605
P002802,1,55445.08,0.81822,1.04,57662.8832,0.832587,39282.200023,0.708488
P002803,10,76886.0,0.023828,1.02,78423.72,0.611587,1142.841229,0.014864
P002804,10,28069.84,0.028549,1.04,29192.6336,0.667587,556.382294,0.019821
P002805,3,36771.56,0.194818,1.041,38279.19396,0.719587,5366.310895,0.145936
P002806,3,34553.52,0.157366,1.04,35935.6608,0.763587,4318.108669,0.124969
P002807,6,34683.82,0.081989,1.04,36071.1728,0.763587,2258.265536,0.06511
P002808,1,27410.24,0.584535,1.038,28451.82912,0.672587,11185.855997,0.40809
P002809,3,19012.32,0.185476,1.024,19468.61568,0.564587,2038.701948,0.107231
P002810,3,40885.3,0.204145,1.015,41498.5795,0.763587,6468.889089,0.15822
P002811,1,67508.76,0.606552,1.04,70209.1104,0.763587,32517.686215,0.481681
P002812,2,19246.5,0.239566,1.013,19496.7045,0.763587,3566.514775,0.185307
P002813,8,44928.92,0.047506,1.02,45827.4984,0.719587,1566.599634,0.034868
P002814,2,30566.25,0.212578,1.013,30963.61125,0.753587,4960.251021,0.162279
P002815,10,29803.55,0.029158,1.021,30429.42455,0.599587,531.997737,0.01785
P002816,10,21187.32,0.034663,1.003,21250.88196,0.637587,469.653713,0.022167
P002817,2,42908.49,0.220033,1.04,44624.8296,0.667587,6554.98874,0.152767
P002818,3,23760.45,0.18657,1.015,24116.85675,0.832587,3746.211689,0.157666
P002819,3,10947.2,0.200155,1.024,11209.9328,0.564587,1266.773882,0.115717
P002820,5,41050.3,0.104937,1.04,42692.312,0.763587,3420.882621,0.083334
P002821,8,42959.4,0.046765,1.027,44119.3038,0.753587,1554.819323,0.036193
P002822,1,43914.96,0.394784,1.04,45671.5584,0.763587,13767.770401,0.31351
P002823,3,18378.8,0.169343,1.04,19113.952,0.832587,2694.922219,0.146632
P002824,10,25424.25,0.026026,1.04,26441.22,0.599587,412.608382,0.016229
P002825,5,28364.38,0.08721,1.013,28733.11694,0.763587,1913.40959,0.067458
P002826,6,42644.22,0.072619,1.042,44435.27724,0.679587,2192.915784,0.051424
P002827,1,17221.6,0.524039,1.032,17772.6912,0.832587,7754.370647,0.45027
P002828,2,21496.2,0.277035,1.042,22399.0404,0.600587,3726.833381,0.173372
P002829,1,21904.77,0.562187,1.04,22780.9608,0.667587,8549.88568,0.390321
P002830,8,41969.54,0.046977,0.995,41759.6923,0.719587,1411.631726,0.033635
P002831,3,14601.4,0.195357,1.027,14995.6378,0.753587,2207.633712,0.151193
P002832,5,74552.35,0.088757,1.013,75521.53055,0.667587,4474.890377,0.060023
P002833,7,15511.78,0.057211,1.037,16085.71586,0.845587,778.181308,0.050167
P002834,1,19502.34,0.395796,1.037,20223.92658,0.558587,4471.231563,0.229266
P002835,8,27065.46,0.052063,1.04,28148.0784,0.763587,1119.021199,0.041345
P002836,8,34624.24,0.047137,0.995,34451.1188,0.719587,1168.542079,0.033749
P002837,9,18130.2,0.039641,1.04,18855.408,0.763587,570.747813,0.031481
P002838,2,23465.22,0.290137,1.04,24403.8288,0.901587,6383.636333,0.272047
P002839,4,65995.8,0.110479,1.015,66985.737,0.588587,4355.855752,0.066002
P002840,9,24052.28,0.038006,1.032,24821.95296,0.611587,576.965235,0.023988
P002841,2,30888.49,0.263558,1.038,32062.25262,0.762587,6444.061711,0.208623
P002842,6,46121.39,0.07995,1.032,47597.27448,0.832587,3168.333494,0.068696
P002843,10,17417.82,0.029172,0.995,17330.7309,0.719587,363.808417,0.020887
P002844,3,20383.0,0.185056,1.027,20933.341,0.923587,3577.836549,0.17553
P002845,10,41300.46,0.031463,1.027,42415.57242,0.637587,850.870732,0.020602
P002846,7,98322.98,0.058679,0.995,97831.3651,0.719587,4130.878687,0.042013
P002847,10,52687.04,0.032616,1.02,53740.7808,0.832587,1459.379427,0.027699
P002848,1,20317.0,0.707758,1.002,20357.634,0.762587,10987.565872,0.540807
P002849,3,13346.55,0.144159,1.024,13666.8672,0.778587,1533.972642,0.114934
P002850,6,45678.72,0.069998,0.995,45450.3264,0.611587,1945.716171,0.042596
P002851,6,18801.2,0.073168,1.04,19553.248,0.763587,1092.448808,0.058105
P002852,8,42790.9,0.048097,1.032,44160.2088,0.532587,1131.209036,0.026436
P002853,8,17649.06,0.051232,0.98,17296.0788,0.599587,531.296464,0.030103
P002854,4,35661.12,0.124459,1.041,37123.22592,0.832587,3846.804405,0.107871
P002855,1,21109.0,0.394677,1.038,21911.142,0.672587,5816.411576,0.275542
P002856,1,20363.2,0.399863,1.027,20913.0064,0.841587,7037.639586,0.345606
P002857,2,11622.6,0.224833,1.021,11866.6746,0.643587,1717.101585,0.147738
P002858,8,37521.84,0.051972,0.98,36771.4032,0.857587,1638.927109,0.043679
P002859,2,19411.48,0.292912,1.015,19702.6522,0.845587,4880.005211,0.251398
P002860,3,52950.36,0.192461,1.038,54962.47368,0.679587,7188.773667,0.135764
P002861,6,64423.37,0.073033,1.04,67000.3048,0.901587,4411.658207,0.068479
P002862,10,24767.6,0.033408,1.024,25362.0224,0.427587,362.293041,0.014628
P002863,1,46753.85,0.490643,1.042,48717.5117,0.751587,17965.100065,0.384249
P002864,5,21968.37,0.100801,1.04,22847.1048,0.763587,1758.553067,0.080049
P002865,2,23911.08,0.213661,1.027,24556.67916,0.637587,3345.300646,0.139906
P002866,1,26720.86,0.348708,1.042,27843.13612,0.600587,5831.166875,0.218225
P002867,4,10152.5,0.114073,1.021,10365.7025,0.857587,1014.050417,0.099882
P002868,10,34916.4,0.034541,1.027,35859.1428,0.586587,726.542291,0.020808
P002869,2,27247.85,0.217144,1.04,28337.764,0.643587,3960.227104,0.145341
P002870,8,53329.95,0.046917,1.002,53436.6099,0.751587,1884.307401,0.035333
P002871,10,43718.13,0.027457,1.024,44767.36512,0.857587,1054.133119,0.024112
P002872,3,19940.8,0.152457,1.038,20698.5504,0.923587,2914.514622,0.146158
P002873,1,26502.76,0.643862,1.037,27483.36212,0.766587,13565.119414,0.511838
P002874,9,23488.0,0.037075,1.02,23957.76,0.611587,543.23331,0.023128
P002875,10,88819.2,0.034278,1.024,90950.8608,0.427587,1333.034485,0.015008
P002876,2,12302.4,0.294753,0.98,12056.352,0.643587,2287.077733,0.185905
P002877,7,79599.52,0.0568,0.995,79201.5224,0.611587,2751.294381,0.034564
P002878,1,22891.28,0.690302,1.013,23188.86664,0.763587,12222.973164,0.533958
P002879,1,31130.24,0.386615,1.015,31597.1936,0.901587,11013.736175,0.353795
P002880,5,71124.75,0.086259,1.037,73756.36575,0.586587,3731.963378,0.052471
P002881,6,55073.52,0.077415,1.015,55899.6228,0.832587,3602.981165,0.065421
P002882,1,19311.6,0.669647,1.04,20084.064,0.763587,10269.650541,0.531787
P002883,7,36863.4,0.056054,0.995,36679.083,0.611587,1257.426419,0.03411
P002884,8,56519.68,0.047008,1.037,58610.90816,0.586587,1616.164777,0.028595
P002885,8,29502.82,0.053311,1.027,30299.39614,0.751587,1214.034524,0.04115
P002886,1,14223.0,0.544633,1.003,14265.669,0.845587,6569.833878,0.461916
P002887,1,29945.3,0.392321,1.032,30903.5496,0.719587,8724.351598,0.291343
P002888,2,36833.5,0.230895,1.038,38233.173,0.841587,7429.399334,0.201702
P002889,3,27972.36,0.153865,1.02,28531.8072,0.719587,3159.018969,0.112934
P002890,4,18582.96,0.131626,1.02,18954.6192,0.836587,2087.220378,0.112319
P002891,10,38994.56,0.032973,1.015,39579.4784,0.637587,832.081826,0.021338
P002892,8,35154.65,0.049815,1.04,36560.836,0.667587,1215.862091,0.034586
P002893,1,39021.82,0.502928,1.041,40621.71462,0.753587,15395.639008,0.394539
P002894,1,20292.8,0.628365,1.042,21145.0976,0.923587,12271.542882,0.604724
P002895,2,15870.8,0.26375,1.032,16378.6656,0.719587,3108.52759,0.195865
P002896,5,23599.16,0.093819,1.037,24472.32892,0.558587,1282.497074,0.054345
P002897,4,27521.84,0.12756,1.027,28264.92968,0.753587,2717.03392,0.098723
P002898,2,25627.74,0.245596,1.015,26012.1561,0.588587,3760.175495,0.146723
P002899,3,23760.0,0.190544,1.04,24710.4,0.822587,3873.079028,0.163008
P002900,5,19058.28,0.086681,1.02,19439.4456,0.719587,1212.529232,0.063622
P002901,4,29483.1,0.126148,1.032,30426.5592,0.611587,2347.426512,0.079619
P002902,9,69917.01,0.043733,1.032,72154.35432,0.832587,2627.241781,0.037577
P002903,2,75259.68,0.241555,1.042,78420.58656,0.751587,14237.247638,0.189175
P002904,2,47425.0,0.245807,1.038,49227.15,0.841587,10183.5031,0.214729
P002905,5,15943.2,0.104745,1.04,16580.928,0.857587,1489.435231,0.093421
P002906,3,44634.59,0.166715,1.04,46419.9736,0.667587,5166.385511,0.115748
P002907,3,21325.5,0.151346,1.038,22135.869,0.672587,2253.281004,0.105661
P002908,10,45237.92,0.035308,1.003,45373.63376,0.586587,939.744247,0.020773
P002909,5,38408.28,0.096294,1.038,39867.79464,0.672587,2582.080614,0.067227
P002910,1,19340.2,0.453229,1.04,20113.808,0.684587,6240.805124,0.322686
P002911,3,28079.7,0.206578,1.04,29202.888,0.901587,5438.987526,0.193698
P002912,10,42412.83,0.034751,1.04,44109.3432,0.763587,1170.47497,0.027597
P002913,10,51883.04,0.021083,0.995,51623.6248,0.832587,906.158363,0.017465
P002914,9,11107.8,0.044339,1.04,11552.112,0.427587,219.016096,0.019717
P002915,2,20561.2,0.216516,1.027,21116.3524,0.762587,3486.57532,0.169571
P002916,9,63980.98,0.039994,1.015,64940.6947,0.832587,2162.406913,0.033798
P002917,5,16324.0,0.090791,1.02,16650.48,0.640587,968.379899,0.059322
P002918,2,32057.95,0.240434,1.04,33340.268,0.832587,6674.139424,0.20819
P002919,1,24206.0,0.345112,1.038,25125.828,0.841587,7297.577843,0.301478
P002920,10,75686.4,0.030979,1.04,78713.856,0.763587,1861.991625,0.024601
P002921,9,37525.26,0.041671,1.015,38088.1389,0.845587,1342.074731,0.035765
P002922,10,46941.36,0.035361,1.02,47880.1872,0.719587,1218.341981,0.025955
P002923,1,24086.02,0.438887,1.015,24447.3103,0.667587,7162.943523,0.29739
P002924,1,21953.36,0.376375,1.024,22480.24064,0.778587,6587.614703,0.300073
P002925,4,56450.75,0.109407,1.013,57184.60975,0.901587,5640.66682,0.099922
P002926,1,44806.3,0.381543,1.04,46598.552,0.667587,11869.265836,0.264902
P002927,1,15951.78,0.319235,1.041,16605.80298,0.719587,3814.641989,0.239136
P002928,5,16467.0,0.088502,1.02,16796.34,0.832587,1237.648959,0.075159
P002929,7,23999.36,0.054934,1.015,24359.3504,0.845587,1131.52701,0.047148
P002930,10,29994.72,0.021747,1.024,30714.59328,0.427587,285.612032,0.009522
P002931,9,11088.0,0.042651,1.021,11320.848,0.520587,251.362809,0.02267
P002932,2,12696.2,0.229215,1.04,13204.048,0.643587,1947.858305,0.153421
P002933,10,36472.8,0.03176,0.98,35743.344,0.643587,730.602892,0.020031
P002934,10,9560.25,0.032674,1.04,9942.66,0.520587,169.120442,0.01769
P002935,10,38758.48,0.026365,1.015,39339.8572,0.558587,579.357341,0.014948
P002936,3,25236.09,0.202361,1.032,26043.64488,0.719587,3792.383648,0.150276
P002937,10,48752.55,0.036574,1.002,48850.0551,0.679587,1214.178651,0.024905
P002938,10,31533.92,0.036865,1.015,32006.9288,0.586587,692.132643,0.021949
P002939,3,16576.0,0.153662,1.024,16973.824,0.427587,1115.241722,0.067281
P002940,3,33026.12,0.144533,1.038,34281.11256,0.600587,2975.760537,0.090103
P002941,4,26318.5,0.128086,1.013,26660.6405,0.832587,2843.154087,0.108029
P002942,6,30124.08,0.073331,0.995,29973.4596,0.719587,1581.64983,0.052505
P002943,2,33796.14,0.29237,1.032,34877.61648,0.719587,7337.74967,0.217118
P002944,4,44315.48,0.122284,1.037,45955.15276,0.586587,3296.364265,0.074384
P002945,9,19122.4,0.041508,1.04,19887.296,0.832587,687.291699,0.035942
P002946,10,52871.52,0.036783,1.04,54986.3808,0.832587,1683.963432,0.03185
P002947,10,39890.32,0.025192,1.015,40488.6748,0.667587,680.927784,0.01707
P002948,10,25227.18,0.030428,1.002,25277.63436,0.672587,517.326829,0.020507
P002949,10,45908.5,0.032521,1.013,46505.3105,0.763587,1154.834313,0.025155
P002950,10,27126.6,0.034031,1.02,27669.132,0.719587,677.56982,0.024978
P002951,2,16721.52,0.260459,1.032,17256.60864,0.611587,2748.8629,0.164391
P002952,2,21027.6,0.289244,1.042,21910.7592,0.672587,4262.557501,0.202713
P002953,7,26909.0,0.065675,1.041,28012.269,0.611587,1125.133175,0.041813
P002954,9,24066.64,0.042808,1.015,24427.6396,0.832587,870.633583,0.036176
P002955,1,16918.06,0.316209,1.024,17324.09344,0.348587,1909.572392,0.112872
P002956,7,23685.12,0.055099,1.042,24679.89504,0.672587,914.610558,0.038615
P002957,7,62962.14,0.055246,1.032,64976.92848,0.611587,2195.421359,0.034869
P002958,2,10346.6,0.231629,1.021,10563.8786,0.599587,1467.131201,0.141798
P002959,9,47841.92,0.039614,1.024,48990.12608,0.427587,829.807478,0.017345
P002960,4,26268.3,0.111184,1.032,27108.8856,0.719587,2168.884457,0.082567
P002961,8,38418.21,0.047476,1.042,40031.77482,0.679587,1291.584184,0.033619
P002962,4,34253.37,0.133137,1.027,35178.21099,0.637587,2986.142532,0.087178
P002963,2,21012.2,0.229452,1.027,21579.5294,0.841587,4167.096687,0.198318
P002964,9,27329.6,0.037954,1.015,27739.544,0.763587,803.918552,0.029416
P002965,4,7526.2,0.112958,1.024,7706.8288,0.564587,491.499736,0.065305
P002966,9,23442.73,0.036949,1.027,24075.68371,0.586587,521.815449,0.022259
P002967,7,46538.28,0.05558,1.015,47236.3542,0.586587,1540.03574,0.033092
P002968,2,27403.28,0.296928,1.015,27814.3292,0.667587,5513.505238,0.201199
P002969,1,22578.0,0.608854,1.032,23300.496,0.719587,10208.483509,0.452143
P002970,2,26961.66,0.24507,1.041,28067.08806,0.719587,4949.596974,0.183579
P002971,2,27166.68,0.271911,1.04,28253.3472,0.684587,5259.267026,0.193593
P002972,6,6599.04,0.083765,0.98,6467.0592,0.599587,324.802911,0.04922
P002973,2,52026.28,0.234839,1.041,54159.35748,0.832587,10589.424036,0.20354
P002974,9,73869.3,0.038877,1.041,76897.9413,0.640587,1915.071942,0.025925
P002975,9,22579.0,0.040372,1.027,23188.633,0.586587,549.140503,0.024321
P002976,1,34791.75,0.422422,1.04,36183.42,0.763587,11671.181176,0.335458
P002977,1,20442.4,0.336567,1.042,21300.9808,0.672587,4821.912184,0.235878
P002978,8,54292.0,0.049327,1.027,55757.884,0.679587,1869.113812,0.034427
P002979,3,24507.34,0.188332,1.04,25487.6336,0.599587,2878.095899,0.117438
P002980,10,58799.35,0.030818,1.015,59681.34025,0.763587,1404.429748,0.023885
P002981,3,38724.48,0.209427,1.015,39305.3472,0.832587,6853.536699,0.176982
P002982,6,26074.65,0.072549,1.027,26778.66555,0.751587,1460.163672,0.055999
P002983,7,15737.82,0.063114,0.98,15423.0636,0.643587,626.473414,0.039807
P002984,5,56664.64,0.087896,0.995,56381.3168,0.832587,4126.066785,0.072816
P002985,9,27322.2,0.043624,1.024,27977.9328,0.857587,1046.695173,0.038309
P002986,1,26914.18,0.550325,1.038,27936.91884,0.751587,11555.181234,0.429334
P002987,7,38765.27,0.058125,1.015,39346.74905,0.766587,1753.196964,0.045226
P002988,2,17814.42,0.245678,1.041,18544.81122,0.640587,2918.547401,0.163831
P002989,1,45164.19,0.486742,1.038,46880.42922,0.841587,19203.892741,0.425202
P002990,1,16212.7,0.570021,1.041,16877.4207,0.836587,8048.371483,0.496424
P002991,7,84126.86,0.065017,1.015,85388.7629,0.901587,5005.34213,0.059498
P002992,7,57194.56,0.054673,1.003,57366.14368,0.637587,1999.727674,0.034964
P002993,2,27571.2,0.209866,1.032,28453.4784,0.719587,4296.942565,0.155849
P002994,2,21802.83,0.271331,1.037,22609.53471,0.586587,3598.509749,0.165048
P002995,3,47636.38,0.193415,1.04,49541.8352,0.763587,7316.805004,0.153597
P002996,8,31935.2,0.050166,1.015,32414.228,0.763587,1241.67258,0.038881
P002997,2,33639.22,0.21583,1.002,33706.49844,0.751587,5467.687237,0.162539
P002998,3,23520.45,0.172363,1.024,24084.9408,0.599587,2489.091283,0.105827
P002999,2,22031.76,0.240219,1.04,22913.0304,0.901587,4962.468672,0.225242
P003000,9,22900.92,0.040195,1.013,23198.63196,0.763587,712.016252,0.031091
P003001,2,21717.76,0.258151,1.024,22238.98624,0.520587,2988.695588,0.137615
P003002,9,26176.68,0.044543,0.995,26045.7966,0.611587,709.541525,0.027106
P003003,3,26658.4,0.171521,1.041,27751.3944,0.611587,2911.123506,0.109201
P003004,1,27081.6,0.692372,1.04,28164.864,0.822587,16040.899396,0.592317
P003005,8,16178.4,0.050842,1.024,16566.6816,0.857587,722.326963,0.044648
P003006,10,14971.0,0.034633,1.015,15195.565,0.845587,445.010676,0.029725
P003007,10,27894.96,0.032547,1.04,29010.7584,0.763587,720.980498,0.025846
P003008,8,27953.06,0.051728,1.04,29071.1824,0.667587,1003.909789,0.035914
P003009,9,24739.52,0.043391,1.032,25531.18464,0.611587,677.523145,0.027386
P003010,8,37734.75,0.04881,1.013,38225.30175,0.667587,1245.559517,0.033008
P003011,7,79076.91,0.055484,1.04,82239.9864,0.667587,3046.176849,0.038522
P003012,10,48291.84,0.034665,1.042,50320.09728,0.751587,1311.033368,0.027148
P003013,8,20477.6,0.049197,0.995,20375.212,0.611587,613.048295,0.029938
P003014,2,38247.0,0.213287,1.027,39279.669,0.762587,6388.824757,0.167041
P003015,2,21048.84,0.282617,1.04,21890.7936,0.520587,3220.720913,0.153012
P003016,1,25778.06,0.33774,1.002,25829.61612,0.844587,7367.924511,0.285822
P003017,6,31951.26,0.071283,1.04,33229.3104,0.832587,1972.147124,0.061724
P003018,1,28196.96,0.655661,1.038,29268.44448,0.672587,12907.052629,0.457746
P003019,2,51672.27,0.273497,1.013,52344.00951,0.832587,11919.234097,0.23067
P003020,6,45831.11,0.071575,0.995,45601.95445,0.611587,1996.205468,0.043556
P003021,5,14751.0,0.100762,1.003,14795.253,0.637587,950.512596,0.064437
P003022,4,14527.52,0.110459,1.037,15065.03824,0.753587,1254.022511,0.08632
P003023,3,17382.2,0.153751,0.995,17295.289,0.611587,1626.312012,0.093562
P003024,10,61651.26,0.028129,1.038,63994.00788,0.923587,1662.516544,0.026966
P003025,9,35338.16,0.041939,1.015,35868.2324,0.507587,763.542862,0.021607
P003026,4,15199.8,0.138463,1.003,15245.3994,0.845587,1784.972158,0.117434
P003027,7,60169.78,0.060112,1.027,61794.36406,0.679587,2524.401699,0.041955
P003028,1,24523.68,0.817295,1.04,25504.6272,0.588587,12268.980027,0.500291
P003029,2,26794.32,0.247554,1.04,27866.0928,0.763587,5267.504707,0.19659
P003030,9,27635.76,0.042115,1.027,28381.92552,0.841587,1005.956334,0.036401
P003031,7,57071.02,0.060866,1.04,59353.8608,0.667587,2411.748232,0.042259
P003032,4,18293.0,0.108492,1.04,19024.72,0.763587,1576.060547,0.086156
P003033,6,25495.68,0.078315,1.04,26515.5072,0.599587,1245.08136,0.048835
P003034,9,17945.27,0.039345,1.021,18322.12067,0.348587,251.288564,0.014003
P003035,1,18967.2,0.666864,1.041,19744.8552,0.719587,9474.898191,0.499541
P003036,7,29312.16,0.057418,1.038,30426.02208,0.672587,1175.015717,0.040086
P003037,10,31152.52,0.021214,1.024,31900.18048,0.599587,405.765957,0.013025
P003038,2,29383.28,0.249126,1.002,29442.04656,0.679587,4984.617428,0.169641
P003039,7,112327.98,0.065402,1.015,114012.8997,0.763587,5693.857712,0.05069
P003040,7,35486.55,0.056721,1.027,36444.68685,0.637587,1318.002849,0.037141
P003041,1,16253.6,0.544935,1.041,16919.9976,0.532587,4910.611935,0.302125
P003042,1,21282.24,0.417162,1.038,22090.96512,0.751587,6926.257007,0.325448
