id_proposta,faixa,pd_enquadramento,decisao,taxa_am,prazo_meses,pct_entrada_minima,pct_entrada_efetiva,valor_entrada,valor_financiado,ltv,idade_veiculo_anos,possui_avalista,pd_oferta
P002662,7,0.058321,APROVAR,0.0256,36,0.0,0.2305,8436.3,28163.7,0.7695,4,Não,0.058321
P002663,10,0.035975,APROVAR,0.0227,24,0.0,0.1591,4788.91,25311.09,0.8409,1,Não,0.035975
P002664,10,0.030989,APROVAR,0.0227,36,0.0,0.4936,16486.24,16913.76,0.5064,9,Não,0.030989
P002665,6,0.081759,APROVAR,0.0265,60,0.21,0.3149,12344.08,26855.92,0.6851,3,Não,0.081759
P002666,10,0.028161,APROVAR,0.0227,24,0.0,0.2453,13025.43,40074.57,0.7547,2,Não,0.028161
P002667,2,0.291018,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,10,Não,0.287258
P002668,2,0.221262,NEGAR,0.035,48,0.21,0.21,8001.0,30099.0,0.79,9,Sim,0.248538
P002669,10,0.036153,APROVAR,0.0227,36,0.0,0.1632,4536.96,23263.04,0.8368,5,Não,0.036153
P002670,9,0.038035,APROVAR,0.0236,48,0.0,0.2297,6569.42,22030.58,0.7703,4,Não,0.038035
P002671,5,0.091197,APROVAR,0.0282,48,0.21,0.21,4620.0,17380.0,0.79,6,Não,0.092224
P002672,8,0.051499,APROVAR,0.0247,24,0.0,0.1588,3493.6,18506.4,0.8412,0,Não,0.051499
P002673,10,0.028033,APROVAR,0.0227,48,0.0,0.24,11184.0,35416.0,0.76,6,Não,0.028033
P002674,1,0.393892,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,4,Sim,0.258449
P002675,1,0.328732,NEGAR,0.035,48,0.21,0.21,6258.0,23542.0,0.79,5,Sim,0.350586
P002676,8,0.04901,APROVAR,0.0247,36,0.0,0.3351,18899.64,37500.36,0.6649,5,Não,0.04901
P002677,1,0.305684,NEGAR,0.035,48,0.21,0.21,7287.0,27413.0,0.79,8,Sim,0.311947
P002678,9,0.041321,APROVAR,0.0236,24,0.0,0.3014,12628.66,29271.34,0.6986,0,Não,0.041321
P002679,6,0.073026,APROVAR,0.0265,24,0.21,0.2384,7748.0,24752.0,0.7616,10,Não,0.073026
P002680,9,0.039108,APROVAR,0.0236,48,0.0,0.4732,50679.72,56420.28,0.5268,6,Não,0.039108
P002681,4,0.107141,NEGAR,0.0303,24,0.21,0.2386,13146.86,41953.14,0.7614,1,Sim,0.107141
P002682,1,0.451335,NEGAR,0.035,60,0.21,0.21,6279.0,23621.0,0.79,12,Não,0.44637
P002683,2,0.256209,NEGAR,0.035,48,0.21,0.2705,19232.55,51867.45,0.7295,2,Sim,0.256209
P002684,5,0.103387,APROVAR,0.0282,36,0.21,0.21,19257.0,72443.0,0.79,6,Não,0.111056
P002685,3,0.189182,NEGAR,0.0336,24,0.21,0.21,4620.0,17380.0,0.79,10,Não,0.189538
P002686,1,0.407917,NEGAR,0.035,36,0.21,0.2799,19425.06,49974.94,0.7201,3,Sim,0.407917
P002687,10,0.035951,APROVAR,0.0227,36,0.0,0.2976,32468.16,76631.84,0.7024,5,Não,0.035951
P002688,5,0.100553,APROVAR,0.0282,48,0.21,0.21,4620.0,17380.0,0.79,1,Não,0.110439
P002689,2,0.251639,NEGAR,0.035,60,0.21,0.2359,6817.51,22082.49,0.7641,3,Sim,0.251639
P002690,8,0.045757,APROVAR,0.0247,48,0.0,0.0565,4570.85,76329.15,0.9435,1,Não,0.045757
P002691,7,0.060576,APROVAR,0.0256,48,0.0,0.1355,10826.45,69073.55,0.8645,6,Não,0.060576
P002692,3,0.189007,NEGAR,0.0336,60,0.21,0.4161,27171.33,38128.67,0.5839,5,Não,0.189007
P002693,5,0.101492,APROVAR,0.0282,24,0.21,0.2407,9459.51,29840.49,0.7593,2,Sim,0.101492
P002694,7,0.06093,APROVAR,0.0256,24,0.0,0.0604,3134.76,48765.24,0.9396,5,Não,0.06093
P002695,1,0.305036,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,11,Sim,0.286413
P002696,9,0.042745,APROVAR,0.0236,48,0.0,0.1362,6401.4,40598.6,0.8638,0,Não,0.042745
P002697,10,0.030674,APROVAR,0.0227,48,0.0,0.5546,22405.84,17994.16,0.4454,7,Não,0.030674
P002698,9,0.043469,APROVAR,0.0236,60,0.0,0.5061,34364.19,33535.81,0.4939,7,Não,0.043469
P002699,9,0.038957,APROVAR,0.0236,36,0.0,0.3059,9544.08,21655.92,0.6941,3,Não,0.038957
P002700,7,0.057303,APROVAR,0.0256,48,0.0,0.1372,6174.0,38826.0,0.8628,2,Não,0.057303
P002701,2,0.255711,NEGAR,0.035,48,0.21,0.2274,5002.8,16997.2,0.7726,6,Não,0.255711
P002702,8,0.053065,APROVAR,0.0247,60,0.0,0.0435,2992.8,65807.2,0.9565,8,Não,0.053065
P002703,1,0.317262,NEGAR,0.035,48,0.21,0.6533,24172.1,12827.9,0.3467,5,Não,0.317262
P002704,10,0.035744,APROVAR,0.0227,36,0.0,0.1926,11498.22,48201.78,0.8074,3,Não,0.035744
P002705,5,0.095513,APROVAR,0.0282,60,0.21,0.21,5838.0,21962.0,0.79,6,Sim,0.059917
P002706,3,0.199218,NEGAR,0.0336,48,0.21,0.21,15204.0,57196.0,0.79,1,Sim,0.174272
P002707,9,0.043361,APROVAR,0.0236,24,0.0,0.3179,20949.61,44950.39,0.6821,2,Não,0.043361
P002708,8,0.051137,APROVAR,0.0247,24,0.0,0.1142,4887.76,37912.24,0.8858,3,Sim,0.051137
P002709,10,0.027487,APROVAR,0.0227,24,0.0,0.5162,32107.64,30092.36,0.4838,5,Não,0.027487
P002710,9,0.039621,APROVAR,0.0236,36,0.0,0.1257,5128.56,35671.44,0.8743,3,Não,0.039621
P002711,8,0.046133,APROVAR,0.0247,36,0.0,0.2849,10598.28,26601.72,0.7151,3,Não,0.046133
P002712,4,0.10793,NEGAR,0.0303,36,0.21,0.21,7728.0,29072.0,0.79,9,Não,0.101641
P002713,9,0.038866,APROVAR,0.0236,60,0.0,0.2567,11808.2,34191.8,0.7433,2,Não,0.038866
P002714,10,0.032925,APROVAR,0.0227,24,0.0,0.3009,22386.96,52013.04,0.6991,5,Não,0.032925
P002715,4,0.109517,NEGAR,0.0303,48,0.21,0.3585,11687.1,20912.9,0.6415,0,Não,0.109517
P002716,10,0.032199,APROVAR,0.0227,60,0.0,0.0808,6423.6,73076.4,0.9192,1,Não,0.032199
P002717,2,0.230314,NEGAR,0.035,24,0.21,0.21,5586.0,21014.0,0.79,6,Não,0.249856
P002718,2,0.23191,NEGAR,0.035,24,0.21,0.21,4620.0,17380.0,0.79,4,Sim,0.225141
P002719,10,0.034642,APROVAR,0.0227,24,0.0,0.5079,13459.35,13040.65,0.4921,9,Não,0.034642
P002720,2,0.226658,NEGAR,0.035,48,0.21,0.21,6867.0,25833.0,0.79,3,Não,0.267186
P002721,9,0.039091,APROVAR,0.0236,48,0.0,0.2955,9515.1,22684.9,0.7045,5,Não,0.039091
P002722,2,0.243935,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,11,Não,0.136244
P002723,6,0.074973,APROVAR,0.0265,48,0.21,0.21,7917.0,29783.0,0.79,2,Não,0.075798
P002724,10,0.032954,APROVAR,0.0227,48,0.0,0.3921,42386.01,65713.99,0.6079,2,Não,0.032954
P002725,3,0.174034,NEGAR,0.0336,36,0.21,0.21,9513.0,35787.0,0.79,8,Sim,0.177032
P002726,10,0.035969,APROVAR,0.0227,60,0.0,0.4527,24174.18,29225.82,0.5473,1,Não,0.035969
P002727,6,0.069814,APROVAR,0.0265,24,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.069058
P002728,5,0.090944,APROVAR,0.0282,48,0.21,0.2134,5591.08,20608.92,0.7866,10,Não,0.090944
P002729,8,0.051687,APROVAR,0.0247,60,0.0,0.2843,14186.57,35713.43,0.7157,2,Não,0.051687
P002730,8,0.04753,APROVAR,0.0247,60,0.0,0.1014,6682.26,59217.74,0.8986,0,Não,0.04753
P002731,7,0.065013,APROVAR,0.0256,24,0.0,0.154,9317.0,51183.0,0.846,2,Não,0.065013
P002732,10,0.022851,APROVAR,0.0227,24,0.0,0.4196,24756.4,34243.6,0.5804,3,Não,0.022851
P002733,4,0.111594,NEGAR,0.0303,36,0.21,0.21,4620.0,17380.0,0.79,1,Sim,0.112663
P002734,3,0.155595,NEGAR,0.0336,60,0.21,0.21,6678.0,25122.0,0.79,5,Sim,0.161216
P002735,2,0.27042,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.248128
P002736,10,0.023889,APROVAR,0.0227,24,0.0,0.1532,23179.16,128120.84,0.8468,0,Não,0.023889
P002737,7,0.066276,APROVAR,0.0256,60,0.0,0.114,6304.2,48995.8,0.886,4,Não,0.066276
P002738,7,0.054257,APROVAR,0.0256,24,0.0,0.2624,6245.12,17554.88,0.7376,3,Não,0.054257
P002739,3,0.15473,NEGAR,0.0336,24,0.21,0.2574,5765.76,16634.24,0.7426,6,Não,0.15473
P002740,4,0.110553,NEGAR,0.0303,48,0.21,0.21,12222.0,45978.0,0.79,5,Sim,0.051677
P002741,1,0.33697,NEGAR,0.035,48,0.21,0.21,8988.0,33812.0,0.79,8,Sim,0.23294
P002742,2,0.244177,NEGAR,0.035,60,0.21,0.2104,6480.32,24319.68,0.7896,11,Não,0.244177
P002743,3,0.153332,NEGAR,0.0336,36,0.21,0.21,9870.0,37130.0,0.79,5,Não,0.137147
P002744,10,0.035332,APROVAR,0.0227,36,0.0,0.4132,29709.08,42190.92,0.5868,4,Não,0.035332
P002745,1,0.353613,NEGAR,0.035,48,0.21,0.21,6783.0,25517.0,0.79,8,Sim,0.284457
P002746,4,0.115506,NEGAR,0.0303,60,0.21,0.21,6783.0,25517.0,0.79,4,Não,0.096854
P002747,3,0.201222,NEGAR,0.0336,24,0.21,0.3089,14425.63,32274.37,0.6911,1,Não,0.201222
P002748,2,0.210699,NEGAR,0.035,36,0.21,0.21,5691.0,21409.0,0.79,6,Sim,0.190693
P002749,4,0.121199,NEGAR,0.0303,48,0.21,0.4246,18597.48,25202.52,0.5754,5,Não,0.121199
P002750,1,0.469146,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.283713
P002751,8,0.045183,APROVAR,0.0247,48,0.0,0.1076,14170.92,117529.08,0.8924,0,Não,0.045183
P002752,9,0.038644,APROVAR,0.0236,48,0.0,0.5979,87054.24,58545.76,0.4021,1,Não,0.038644
P002753,10,0.032402,APROVAR,0.0227,60,0.0,0.4572,17510.76,20789.24,0.5428,2,Não,0.032402
P002754,6,0.083729,APROVAR,0.0265,48,0.21,0.3798,11621.88,18978.12,0.6202,9,Sim,0.083729
P002755,7,0.055462,APROVAR,0.0256,60,0.0,0.2271,6154.41,20945.59,0.7729,2,Não,0.055462
P002756,10,0.033152,APROVAR,0.0227,36,0.0,0.1473,3520.47,20379.53,0.8527,2,Não,0.033152
P002757,10,0.035015,APROVAR,0.0227,60,0.0,0.3226,12484.62,26215.38,0.6774,2,Não,0.035015
P002758,10,0.033337,APROVAR,0.0227,36,0.0,0.4015,16220.6,24179.4,0.5985,3,Não,0.033337
P002759,9,0.038253,APROVAR,0.0236,36,0.0,0.291,19817.1,48282.9,0.709,1,Não,0.038253
P002760,9,0.041342,APROVAR,0.0236,36,0.0,0.4158,14345.1,20154.9,0.5842,8,Não,0.041342
P002761,10,0.032738,APROVAR,0.0227,48,0.0,0.3557,13658.88,24741.12,0.6443,2,Não,0.032738
P002762,8,0.047406,APROVAR,0.0247,36,0.0,0.178,7778.6,35921.4,0.822,2,Não,0.047406
P002763,10,0.035454,APROVAR,0.0227,24,0.0,0.1443,5916.3,35083.7,0.8557,4,Sim,0.035454
P002764,6,0.083481,APROVAR,0.0265,48,0.21,0.21,5439.0,20461.0,0.79,12,Não,0.044102
P002765,8,0.045682,APROVAR,0.0247,60,0.0,0.1212,3478.44,25221.56,0.8788,4,Sim,0.045682
P002766,6,0.070766,APROVAR,0.0265,36,0.21,0.21,5712.0,21488.0,0.79,2,Sim,0.072458
P002767,1,0.364883,NEGAR,0.035,24,0.21,0.4345,9559.0,12441.0,0.5655,4,Sim,0.364883
P002768,1,0.455568,NEGAR,0.035,60,0.21,0.21,7749.0,29151.0,0.79,7,Não,0.425761
P002769,2,0.267254,NEGAR,0.035,36,0.21,0.2366,5205.2,16794.8,0.7634,1,Sim,0.267254
P002770,3,0.188547,NEGAR,0.0336,48,0.21,0.226,10396.0,35604.0,0.774,11,Não,0.188547
P002771,2,0.234386,NEGAR,0.035,48,0.21,0.21,7014.0,26386.0,0.79,9,Não,0.282298
P002772,2,0.265848,NEGAR,0.035,60,0.21,0.21,13545.0,50955.0,0.79,3,Não,0.20333
P002773,8,0.049965,APROVAR,0.0247,36,0.0,0.1043,7791.21,66908.79,0.8957,6,Não,0.049965
P002774,9,0.043656,APROVAR,0.0236,24,0.0,0.4984,24521.28,24678.72,0.5016,8,Não,0.043656
P002775,1,0.333034,NEGAR,0.035,60,0.21,0.21,6552.0,24648.0,0.79,7,Não,0.299592
P002776,6,0.074181,APROVAR,0.0265,48,0.21,0.21,11445.0,43055.0,0.79,5,Não,0.074043
P002777,1,0.495544,NEGAR,0.035,48,0.21,0.228,5016.0,16984.0,0.772,3,Sim,0.495544
P002778,9,0.042264,APROVAR,0.0236,48,0.0,0.1015,4790.8,42409.2,0.8985,7,Não,0.042264
P002779,6,0.07912,APROVAR,0.0265,60,0.21,0.3783,8322.6,13677.4,0.6217,1,Sim,0.07912
P002780,2,0.293116,NEGAR,0.035,24,0.21,0.21,6363.0,23937.0,0.79,3,Sim,0.183686
P002781,8,0.046761,APROVAR,0.0247,48,0.0,0.2548,11848.2,34651.8,0.7452,6,Não,0.046761
P002782,3,0.171321,NEGAR,0.0336,48,0.21,0.21,5313.0,19987.0,0.79,8,Não,0.174354
P002783,4,0.135182,NEGAR,0.0303,24,0.21,0.2651,20757.33,57542.67,0.7349,7,Não,0.135182
P002784,4,0.10805,NEGAR,0.0303,48,0.21,0.3437,9486.12,18113.88,0.6563,8,Sim,0.10805
P002785,6,0.073653,APROVAR,0.0265,36,0.21,0.21,7812.0,29388.0,0.79,2,Não,0.047621
P002786,9,0.03823,APROVAR,0.0236,36,0.0,0.2908,13289.56,32410.44,0.7092,6,Sim,0.03823
P002787,8,0.050309,APROVAR,0.0247,24,0.0,0.1674,3917.16,19482.84,0.8326,6,Não,0.050309
P002788,1,0.434906,NEGAR,0.035,60,0.21,0.3,11190.0,26110.0,0.7,7,Não,0.434906
P002789,5,0.102551,APROVAR,0.0282,48,0.21,0.4141,9110.2,12889.8,0.5859,7,Não,0.102551
P002790,6,0.082321,APROVAR,0.0265,24,0.21,0.6037,20767.28,13632.72,0.3963,5,Não,0.082321
P002791,5,0.091585,APROVAR,0.0282,60,0.21,0.2589,16207.14,46392.86,0.7411,1,Não,0.091585
P002792,8,0.05043,APROVAR,0.0247,60,0.0,0.3713,9171.11,15528.89,0.6287,4,Não,0.05043
P002793,10,0.031387,APROVAR,0.0227,24,0.0,0.1018,4662.44,41137.56,0.8982,1,Não,0.031387
P002794,10,0.03236,APROVAR,0.0227,24,0.0,0.2953,20641.47,49258.53,0.7047,1,Não,0.03236
P002795,5,0.090575,APROVAR,0.0282,24,0.21,0.4063,35835.66,52364.34,0.5937,7,Não,0.090575
P002796,1,0.335735,NEGAR,0.035,48,0.21,0.2841,6505.89,16394.11,0.7159,6,Sim,0.335735
P002797,9,0.039695,APROVAR,0.0236,36,0.0,0.1522,4718.2,26281.8,0.8478,3,Não,0.039695
P002798,8,0.053896,APROVAR,0.0247,24,0.0,0.1546,5952.1,32547.9,0.8454,6,Não,0.053896
P002799,2,0.229068,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,11,Não,0.176127
P002800,4,0.121479,NEGAR,0.0303,48,0.21,0.21,11193.0,42107.0,0.79,8,Não,0.123112
P002801,2,0.269493,NEGAR,0.035,48,0.21,0.6137,13869.62,8730.38,0.3863,7,Não,0.269493
P002802,1,0.81822,NEGAR,0.035,60,0.21,0.21,13062.0,49138.0,0.79,7,Não,0.716618
P002803,10,0.023828,APROVAR,0.0227,36,0.0,0.26,27014.0,76886.0,0.74,2,Não,0.023828
P002804,10,0.028549,APROVAR,0.0227,48,0.0,0.1032,3230.16,28069.84,0.8968,1,Não,0.028549
P002805,3,0.194818,NEGAR,0.0336,60,0.21,0.2804,14328.44,36771.56,0.7196,4,Não,0.194818
P002806,3,0.157366,NEGAR,0.0336,48,0.21,0.21,8568.0,32232.0,0.79,3,Não,0.137786
P002807,6,0.081989,APROVAR,0.0265,48,0.21,0.21,8274.0,31126.0,0.79,3,Não,0.077486
P002808,1,0.584535,NEGAR,0.035,48,0.21,0.21,6006.0,22594.0,0.79,3,Sim,0.398742
P002809,3,0.185476,NEGAR,0.0336,48,0.21,0.4132,13387.68,19012.32,0.5868,8,Sim,0.185476
P002810,3,0.204145,NEGAR,0.0336,36,0.21,0.21,9870.0,37130.0,0.79,4,Não,0.193033
P002811,1,0.606552,NEGAR,0.035,60,0.21,0.21,16716.0,62884.0,0.79,4,Não,0.524205
P002812,2,0.239566,NEGAR,0.035,24,0.21,0.21,4914.0,18486.0,0.79,5,Não,0.23989
P002813,8,0.047506,APROVAR,0.0247,36,0.0,0.2372,13971.08,44928.92,0.7628,3,Não,0.047506
P002814,2,0.212578,NEGAR,0.035,24,0.21,0.21,7875.0,29625.0,0.79,7,Sim,0.213948
P002815,10,0.029158,APROVAR,0.0227,36,0.0,0.4991,29696.45,29803.55,0.5009,4,Não,0.029158
P002816,10,0.034663,APROVAR,0.0227,24,0.0,0.3121,9612.68,21187.32,0.6879,4,Não,0.034663
P002817,2,0.220033,NEGAR,0.035,48,0.21,0.21,10311.0,38789.0,0.79,2,Não,0.211075
P002818,3,0.18657,NEGAR,0.0336,36,0.21,0.21,5985.0,22515.0,0.79,6,Não,0.19398
P002819,3,0.200155,NEGAR,0.0336,48,0.21,0.5024,11052.8,10947.2,0.4976,6,Sim,0.200155
P002820,5,0.104937,APROVAR,0.0282,48,0.21,0.21,10059.0,37841.0,0.79,3,Não,0.101537
P002821,8,0.046765,APROVAR,0.0247,48,0.0,0.3491,23040.6,42959.4,0.6509,7,Não,0.046765
P002822,1,0.394784,NEGAR,0.035,48,0.21,0.21,10542.0,39658.0,0.79,3,Não,0.16476
P002823,3,0.169343,NEGAR,0.0336,48,0.21,0.21,4620.0,17380.0,0.79,8,Não,0.158232
P002824,10,0.026026,APROVAR,0.0227,60,0.0,0.5335,29075.75,25424.25,0.4665,5,Não,0.026026
P002825,5,0.08721,APROVAR,0.0282,24,0.21,0.21,7161.0,26939.0,0.79,3,Não,0.084241
P002826,6,0.072619,APROVAR,0.0265,60,0.21,0.21,9534.0,35866.0,0.79,2,Não,0.039522
P002827,1,0.524039,NEGAR,0.035,48,0.21,0.2172,4778.4,17221.6,0.7828,6,Não,0.524039
P002828,2,0.277035,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.272756
P002829,1,0.562187,NEGAR,0.035,60,0.21,0.21,5271.0,19829.0,0.79,1,Não,0.5484
P002830,8,0.046977,APROVAR,0.0247,24,0.0,0.2021,10630.46,41969.54,0.7979,3,Não,0.046977
P002831,3,0.195357,NEGAR,0.0336,48,0.21,0.3363,7398.6,14601.4,0.6637,6,Não,0.195357
P002832,5,0.088757,APROVAR,0.0282,24,0.21,0.21,18627.0,70073.0,0.79,0,Não,0.067247
P002833,7,0.057211,APROVAR,0.0256,60,0.0,0.3893,9888.22,15511.78,0.6107,12,Não,0.057211
P002834,1,0.395796,NEGAR,0.035,60,0.21,0.3181,9097.66,19502.34,0.6819,3,Sim,0.395796
P002835,8,0.052063,APROVAR,0.0247,48,0.0,0.1462,4634.54,27065.46,0.8538,5,Não,0.052063
P002836,8,0.047137,APROVAR,0.0247,24,0.0,0.2726,12975.76,34624.24,0.7274,3,Não,0.047137
P002837,9,0.039641,APROVAR,0.0236,48,0.0,0.1759,3869.8,18130.2,0.8241,4,Não,0.039641
P002838,2,0.290137,NEGAR,0.035,48,0.21,0.21,5922.0,22278.0,0.79,10,Não,0.313831
P002839,4,0.110479,NEGAR,0.0303,36,0.21,0.21,16380.0,61620.0,0.79,0,Sim,0.0789
P002840,9,0.038006,APROVAR,0.0236,48,0.0,0.2622,8547.72,24052.28,0.7378,2,Não,0.038006
P002841,2,0.263558,NEGAR,0.035,48,0.21,0.21,6783.0,25517.0,0.79,6,Sim,0.281248
P002842,6,0.07995,APROVAR,0.0265,48,0.21,0.2937,19178.61,46121.39,0.7063,8,Não,0.07995
P002843,10,0.029172,APROVAR,0.0227,24,0.0,0.2293,5182.18,17417.82,0.7707,3,Não,0.029172
P002844,3,0.185056,NEGAR,0.0336,36,0.21,0.21,4620.0,17380.0,0.79,10,Não,0.17785
P002845,10,0.031463,APROVAR,0.0227,48,0.0,0.3082,18399.54,41300.46,0.6918,4,Não,0.031463
P002846,7,0.058679,APROVAR,0.0256,24,0.0,0.2646,35377.02,98322.98,0.7354,4,Não,0.058679
P002847,10,0.032616,APROVAR,0.0227,36,0.0,0.2342,16112.96,52687.04,0.7658,8,Não,0.032616
P002848,1,0.707758,NEGAR,0.035,24,0.21,0.21,4620.0,17380.0,0.79,7,Sim,0.676169
P002849,3,0.144159,NEGAR,0.0336,48,0.21,0.5317,15153.45,13346.55,0.4683,12,Sim,0.144159
P002850,6,0.069998,APROVAR,0.0265,24,0.21,0.2284,13521.28,45678.72,0.7716,2,Não,0.069998
P002851,6,0.073168,APROVAR,0.0265,48,0.21,0.21,4620.0,17380.0,0.79,4,Não,0.060634
P002852,8,0.048097,APROVAR,0.0247,48,0.0,0.2105,11409.1,42790.9,0.7895,2,Sim,0.048097
P002853,8,0.051232,APROVAR,0.0247,24,0.0,0.5138,18650.94,17649.06,0.4862,3,Não,0.051232
P002854,4,0.124459,NEGAR,0.0303,60,0.21,0.2632,12738.88,35661.12,0.7368,6,Não,0.124459
P002855,1,0.394677,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,3,Sim,0.313942
P002856,1,0.399863,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,7,Não,0.300331
P002857,2,0.224833,NEGAR,0.035,36,0.21,0.4717,10377.4,11622.6,0.5283,7,Não,0.224833
P002858,8,0.051972,APROVAR,0.0247,24,0.0,0.4063,25678.16,37521.84,0.5937,10,Não,0.051972
P002859,2,0.292912,NEGAR,0.035,36,0.21,0.3818,11988.52,19411.48,0.6182,10,Não,0.292912
P002860,3,0.192461,NEGAR,0.0336,48,0.21,0.21,12222.0,45978.0,0.79,0,Não,0.189365
P002861,6,0.073033,APROVAR,0.0265,48,0.21,0.21,15393.0,57907.0,0.79,12,Não,0.073647
P002862,10,0.033408,APROVAR,0.0227,48,0.0,0.5237,27232.4,24767.6,0.4763,0,Não,0.033408
P002863,1,0.490643,NEGAR,0.035,60,0.21,0.21,10563.0,39737.0,0.79,3,Não,0.425954
P002864,5,0.100801,APROVAR,0.0282,60,0.21,0.21,5481.0,20619.0,0.79,3,Não,0.102981
P002865,2,0.213661,NEGAR,0.035,48,0.21,0.3129,10888.92,23911.08,0.6871,3,Não,0.213661
P002866,1,0.348708,NEGAR,0.035,60,0.21,0.21,5943.0,22357.0,0.79,1,Sim,0.277148
P002867,4,0.114073,NEGAR,0.0303,36,0.21,0.5939,14847.5,10152.5,0.4061,9,Não,0.114073
P002868,10,0.034541,APROVAR,0.0227,48,0.0,0.3412,18083.6,34916.4,0.6588,1,Não,0.034541
P002869,2,0.217144,NEGAR,0.035,60,0.21,0.5555,34052.15,27247.85,0.4445,8,Não,0.217144
P002870,8,0.046917,APROVAR,0.0247,24,0.0,0.0391,2170.05,53329.95,0.9609,3,Não,0.046917
P002871,10,0.027457,APROVAR,0.0227,48,0.0,0.4003,29181.87,43718.13,0.5997,9,Não,0.027457
P002872,3,0.152457,NEGAR,0.0336,48,0.21,0.21,4620.0,17380.0,0.79,12,Não,0.153946
P002873,1,0.643862,NEGAR,0.035,60,0.21,0.3134,12097.24,26502.76,0.6866,9,Sim,0.643862
P002874,9,0.037075,APROVAR,0.0236,36,0.0,0.266,8512.0,23488.0,0.734,2,Não,0.037075
P002875,10,0.034278,APROVAR,0.0227,48,0.0,0.568,116780.8,88819.2,0.432,1,Não,0.034278
P002876,2,0.294753,NEGAR,0.035,24,0.21,0.4408,9697.6,12302.4,0.5592,7,Não,0.294753
P002877,7,0.0568,APROVAR,0.0256,24,0.0,0.2993,34000.48,79599.52,0.7007,2,Não,0.0568
P002878,1,0.690302,NEGAR,0.035,24,0.21,0.21,5817.0,21883.0,0.79,4,Não,0.712708
P002879,1,0.386615,NEGAR,0.035,36,0.21,0.21,8043.0,30257.0,0.79,12,Não,0.377216
P002880,5,0.086259,APROVAR,0.0282,60,0.21,0.3575,39575.25,71124.75,0.6425,0,Não,0.086259
P002881,6,0.077415,APROVAR,0.0265,36,0.21,0.21,13608.0,51192.0,0.79,6,Não,0.081145
P002882,1,0.669647,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.672785
P002883,7,0.056054,APROVAR,0.0256,24,0.0,0.214,10036.6,36863.4,0.786,0,Não,0.056054
P002884,8,0.047008,APROVAR,0.0247,60,0.0,0.3692,33080.32,56519.68,0.6308,2,Não,0.047008
P002885,8,0.053311,APROVAR,0.0247,36,0.0,0.0866,2797.18,29502.82,0.9134,4,Não,0.053311
P002886,1,0.544633,NEGAR,0.035,24,0.21,0.3535,7777.0,14223.0,0.6465,12,Não,0.544633
P002887,1,0.392321,NEGAR,0.035,48,0.21,0.2222,8554.7,29945.3,0.7778,5,Não,0.392321
P002888,2,0.230895,NEGAR,0.035,48,0.21,0.21,8547.0,32153.0,0.79,6,Não,0.227018
P002889,3,0.153865,NEGAR,0.0336,36,0.21,0.2772,10727.64,27972.36,0.7228,5,Não,0.153865
P002890,4,0.131626,NEGAR,0.0303,36,0.21,0.2961,7817.04,18582.96,0.7039,9,Sim,0.131626
P002891,10,0.032973,APROVAR,0.0227,36,0.0,0.3888,24805.44,38994.56,0.6112,3,Não,0.032973
P002892,8,0.049815,APROVAR,0.0247,60,0.0,0.1529,6345.35,35154.65,0.8471,0,Não,0.049815
P002893,1,0.502928,NEGAR,0.035,60,0.21,0.2918,16078.18,39021.82,0.7082,7,Sim,0.502928
P002894,1,0.628365,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,12,Não,0.632721
P002895,2,0.26375,NEGAR,0.035,48,0.21,0.2786,6129.2,15870.8,0.7214,3,Não,0.26375
P002896,5,0.093819,APROVAR,0.0282,60,0.21,0.3018,10200.84,23599.16,0.6982,3,Sim,0.093819
P002897,4,0.12756,NEGAR,0.0303,48,0.21,0.3509,14878.16,27521.84,0.6491,7,Não,0.12756
P002898,2,0.245596,NEGAR,0.035,36,0.21,0.21,6363.0,23937.0,0.79,1,Sim,0.254535
P002899,3,0.190544,NEGAR,0.0336,48,0.21,0.21,5775.0,21725.0,0.79,12,Sim,0.197312
P002900,5,0.086681,APROVAR,0.0282,36,0.21,0.21,5061.0,19039.0,0.79,3,Não,0.086681
P002901,4,0.126148,NEGAR,0.0303,48,0.21,0.2809,11516.9,29483.1,0.7191,2,Não,0.126148
P002902,9,0.043733,APROVAR,0.0236,48,0.0,0.2617,24782.99,69917.01,0.7383,6,Não,0.043733
P002903,2,0.241555,NEGAR,0.035,60,0.21,0.21,16422.0,61778.0,0.79,4,Não,0.071642
P002904,2,0.245807,NEGAR,0.035,48,0.21,0.21,10500.0,39500.0,0.79,8,Não,0.153079
